id,name,tags,Status,comment
T_IngFlor_Bloatroot,White Bloatroot,Plant,done,
T_IngFlor_Bloodgrass_01,Bloodgrass,Plant,done,
T_IngFlor_BloodlilyFlower_01,Blood Lily Flower,Plant,done,
T_IngFlor_BloodlilyPod_01,Blood Lily Pod,Plant,done,
T_IngFlor_Bluefoot_01,Bluefoot,Mushroom,done,
T_IngFlor_BlueKanet_01,Blue Kanet,Plant,done,
T_IngFlor_BogBeacon_01,Bog Beacon Cap,Mushroom,done,
T_IngFlor_BorealHydnum_01,Boreal Hydnum,Mushroom,done,
T_IngFlor_Bottomweed_01,Bottomweed,Plant,done,
T_IngFlor_Cabbage_01,Head of Cabbage,Vegetable,done,
T_IngFlor_Cabbage_02,Cabbage Leaf,"Vegetable,Plant",done,
T_IngFlor_CairnBolete_01,Cairn Bolete Cap,Mushroom,done,
T_IngFlor_CanisRoot_01,Canis Root,Plant,done,
T_IngFlor_CarlineTh_01,Carline Thistle Seeds,"Spice,Plant,Seed",done,
T_IngFlor_CFungus_01,Ramaria Formosa Paste,Mushroom,done,
T_IngFlor_Chokeberry_01,Chokeberry,Fruit,done,
T_IngFlor_CinnabarPolypore_01,Cinnabar Polypore Red Cap,Mushroom,done,
T_IngFlor_CinnabarPolypore_02,Cinnabar Polypore Yellow Cap,Mushroom,done,
T_IngFlor_Clawdooie_01,Clawdooie,Plant,done,
T_IngFlor_CloudedFunnel_01,Clouded Funnel Cap,Mushroom,done,
T_IngFlor_Coconut_01,Coconut Meat,Fruit,done,
T_IngFlor_Comatus_01,Comatus Corpinus,Mushroom,done,
T_IngFlor_Cornflower_01,Cornflower Sprig,Plant,done,
T_IngFlor_Cowbell_01,Cowbell Flower,"Plant,Flower",done,
T_IngFlor_Cupling_01,Widow's Mortar,Mushroom,done,
T_IngFlor_DarkSage_01,Dark Sage Petals,"Plant,Flower",done,
T_IngFlor_Deathbell_01,Death Bell,"Plant,Flower",done,
T_IngFlor_DesrosePetal_01,Desert Rose Petals,"Plant,Flower",done,
T_IngFlor_DomicaRedwort_01,Redwort Flower,"Plant,Flower",done,
T_IngFlor_Dragynia_01,Dragynia Blossom,"Plant,Flower",done,
T_IngFlor_Draketail_01,Draketail Webbing,Silk,done,
T_IngFlor_DriftPuff_01,Drift Puff Flower,"Plant,Flower",done,
T_IngFlor_DrumpearSeeds_01,Drumpear Seeds,"Spice,Plant",done,
T_IngFlor_DryadSaddle_01,Dryad's Saddle Polypore Cap,Mushroom,done,
T_IngFlor_Elfcup_01,Elf Cup Cap,Mushroom,done,
T_IngFlor_EmeticRussula_01,Emetic Russula Cap,Mushroom,done,
T_IngFlor_FennelSeed_01,Fennel Seeds,"Spice,Plant,Seed",done,
T_IngFlor_Fireflower_01,Duskbell,"Plant,Flower",done,
T_IngFlor_FlaxFlower_01,Blue Flax Flowers,"Plant,Flower",done,
T_IngFlor_FlaxFlower_02,Red Flax Flowers,"Plant,Flower",done,
T_IngFlor_FlaxFlower_03,Yellow Flax Flowers,"Plant,Flower",done,
T_IngFlor_FlyAmanita_01,Fly Amanita,Mushroom,done,
T_IngFlor_ForsythiaTrRoots_01,Forsythia Root,Plant,done,
T_IngFlor_FoxgloveNectar_01,Foxglove Nectar,Plant,done,
T_IngFlor_FungalPod_01,Fungal Pod,Mushroom,done,
T_IngFlor_GhostLaurel,Ghost Laurel,"Plant,Flower",done,
T_IngFlor_GingerFlower,Ginger Flower,"Spice,Plant",done,
T_IngFlor_GingerRoot,Ginger Root,"Spice,Plant",done,
T_IngFlor_Ginseng_01,Ginseng,Plant,done,
T_IngFlor_Glasswort_01,Glasswort Sprig,Plant,done,
T_IngFlor_Gloomtear_01,Gloomtears,Plant,done,
T_IngFlor_Glowshroom,Roridomyces Phyllostachydis,Mushroom,done,
T_IngFlor_GoldenRod_01,Goldenrod Seed Pod,"Spice,Plant,Seed",done,
T_IngFlor_GoldWatcSeed_01,Golden Watcher Seed,"Spice,Plant,Seed",done,
T_IngFlor_GrassPod01,Grass Pod,Plant,done,
T_IngFlor_Greenstain_01,Green Stain Mushroom,Mushroom,done,
T_IngFlor_GreyTickPowder_01,Grey Tick Powder,"Spice,Powder",done,
T_IngFlor_Hamumroot_01,Hamum Root,Plant,done,
T_IngFlor_Hamumroot_02,Hamum Root,Plant,done,
T_IngFlor_Hamumroot_03,Hamum Root,Plant,done,
T_IngFlor_Harrada_01,Harrada,Plant,done,
T_IngFlor_Hellebore_01,Hellebore Pollen,"Spice,Powder",done,
T_IngFlor_Hemlock_01,Hemlock Seeds,"Spice,Plant,Seed",done,
T_IngFlor_Hibiscus_01,Hibiscus Flower,"Plant,Flower",done,
T_IngFlor_HoneyLily_01,Honey Lily Blossom,"Plant,Flower",done,
T_IngFlor_HoneyLily_02,Honey Lily Leaf,"Plant,Flower",done,
T_IngFlor_HyacinthNectar_01,Water Hyacinth Nectar Sacks,Plant,done,
T_IngFlor_IcyShell01,Icy Shell Fungus,Mushroom,done,
T_IngFlor_Indulcet_01,Raw Indulcet,Plant,done,
T_IngFlor_InkCone_01,Ink Cone,Plant,done,
T_IngFlor_IronwoodNut_01,Ironwood Nuts,"Plant,Spice",done,
T_IngFlor_Jarmush_01,Jarmush Leaves,"Plant,Tea",done,
T_IngFlor_KingBolete_01,King Bolete,Mushroom,done,
T_IngFlor_KingThistle_01,King Thistle Flower,"Plant,Flower",done,
T_IngFlor_LadysMantle_01,Lady's Mantle Leaves,"Plant,Tea",done,
T_IngFlor_LadysSmock_01,Lady's Smock Leaves,"Plant,Tea",done,
T_IngFlor_Lavender_01,Lavender,Plant,done,
T_IngFlor_Lazarum_01,Lazarum Lazandrum,,done,
T_IngFlor_LichenBlue_01,Blue Lichen,Plant,done,
T_IngFlor_LichenOrange_01,Orange Lichen,Plant,done,
T_IngFlor_LichenWhite_01,White Lichen,Plant,done,
T_IngFlor_LichenYellow_01,Yellow Lichen,Plant,done,
T_IngFlor_LizardFootExtract_01,Lizardfoot Extract,Poison,done,
T_IngFlor_LotusPoppyHead_01,Lotus Poppy Head,"Plant,Spice",done,
T_IngFlor_LotusSeed_01,Sacred Lotus Seeds,"Spice,Plant,Seed",done,
T_IngFlor_LoversRaflesiaPistil,Lovers Rafflesia Pistil,Plant,done,
T_IngFlor_MaceFruit_01,Mace Fruit,Fruit,done,
T_IngFlor_Maidenhair_01,Goldenlock,Mushroom,done,
T_IngFlor_MandrakeRoot_01,Mandrake Root,Plant,done,
T_IngFlor_MarasBeads_01,Mara's Beads,"Plant,Flower",done,
T_IngFlor_MarshStalk_01,Marsh Stalk Cap,Mushroom,done,
T_IngFlor_Milkthistle_01,Milk Thistle Flower,"Plant,Flower",done,
T_IngFlor_Mindcap_01,Mindcap,Mushroom,done,
T_IngFlor_Mistletoe_01,Mistletoe Berries,Fruit,done,
T_IngFlor_MonardaSeed_01,Monarda Seeds,"Spice,Plant,Seed",done,
T_IngFlor_Monkshood_01,Monkshood,"Plant,Flower",done,
T_IngFlor_MonkshoodRootPulp_01,Monkshood Root Pulp,"Plant,Pulp",done,
T_IngFlor_Moosebite_01,Moosebite Polypore,Mushroom,done,
T_IngFlor_MorningGlory_01,Morning Glory Flower,"Plant,Flower",done,
T_IngFlor_Motherwort_01,Motherwort,"Plant,Flower",done,
T_IngFlor_MountainDamask,Mountain Damask,"Plant,Flower",done,
T_IngFlor_Mustard_01,Mustard Seeds,"Spice,Plant,Seed",done,
T_IngFlor_NgopRoot_01,Ngop Root,"Plant,Root",done,
T_IngFlor_Nightshade_01,Nightshade,"Plant,Flower",done,
T_IngFlor_NightshadeDae_01,Nightshade,"Plant,Flower",done,
T_IngFlor_Nirnroot_01,Nirnroot,"Plant,Flower",done,
T_IngFlor_NoddingStreakwort,Nodding Streakwort,"Plant,Flower",done,
T_IngFlor_Oleander_01,Nerium Rose Flower,"Plant,Flower",done,
T_IngFlor_OrangeMoss_01,Orange Moss,Plant,done,
T_IngFlor_Orcscrown,Orcscrown,"Plant,Flower",done,
T_IngFlor_PadomaicSage_01,Padomaic Sage Leaf,"Plant,Leaves",done,
T_IngFlor_PBloomBulb_01,Poison Bloom Bulb,"Plant,Poison",done,
T_IngFlor_Peony_01,Peony Seeds,"Spice,Plant,Seed",done,
T_IngFlor_Persarine_01,Persarine Blossom,"Plant,Flower",done,
T_IngFlor_PilgrimGel_01,Pilgrim's Gel,,done,
T_IngFlor_PilgrimPetals_01,Pilgrim's Petals,"Plant,Flower",done,
T_IngFlor_Pitcher_01,Pitcher Sack,Plant,done,
T_IngFlor_PLotusLeaf_01,Perrif's Lotus Seeds,"Spice,Plant,Seed",done,
T_IngFlor_PorousExidia_01,Porous Exidia,Mushroom,done,
T_IngFlor_PricklyPear_01,Prickly pear,Fruit,done,
T_IngFlor_Primrose_01,Primrose Leaves,"Plant,Leaves",done,
T_IngFlor_PyrousUracia,Pyrous Uracia,Mushroom,done,
T_IngFlor_RedCoral_01,Red Coral,Plant,done,
T_IngFlor_RedGreenPepper_01,Red-green Pepper,Vegetable,done,
T_IngFlor_Redpoppy_01,Red Poppy,"Plant,Flower",done,
T_IngFlor_RedrosePetal_01,Rose,Plant,done,
T_IngFlor_RedrosePetalDae_01,Rose,Plant,done,
T_IngFlor_RockburstClaw_01,Rockburst Claw,Plant,done,
T_IngFlor_RockburstPod_01,Rockburst Pod,Plant,done,
T_IngFlor_RougeCamillea_01,Rouge Camillea,Mushroom,done,
T_IngFlor_RustblossomSeed_01,Rustbloossom Seed,"Spice,Plant,Seed",done,
T_IngFlor_RustRussula_01,Rust Russula,Mushroom,done,
T_IngFlor_SaltCrocusPetal_01,Salt Crocus Petal,"Spice,Plant,Leaves",done,
T_IngFlor_SaltstrapLeaf_01,Saltstrap Leaf,"Plant,Leaves",done,
T_IngFlor_SaltstrapPollen_01,Saltstrap Pollen,Plant,done,
T_IngFlor_SeaCup_01,Spotted Gillsieve,Fish,done,
T_IngFlor_Shadowfly_01,Shadowfly Blossom,"Plant,Flower",done,
T_IngFlor_Shadowfly_02,Shadowfly Stalks,Plant,done,
T_IngFlor_SheggoShelf_01,Sheggo's Shelf,Mushroom,done,
T_IngFlor_ShutagJelly_01,Shutag Jelly,Meal,done,
T_IngFlor_Siyat_01,Siyat Leaf,"Fish,Plant",done,
T_IngFlor_SmearSpores_01,Smear Spores,"Plant,Poison",done,
T_IngFlor_SnowBlossom_01,Snow Blossom,"Plant,Flower",done,
T_IngFlor_SocrataNectar_01,Socatra Nectar,Plant,done,
T_IngFlor_SomberWidow_01,Somber Widow Blossom,"Plant,Flower",done,
T_IngFlor_SomnaliusFrond_01,Somnalius Frond,Plant,done,
T_IngFlor_Spiddal_01,Spiddal,"Plant,Flower",done,
T_IngFlor_SpongeLotusSeed_01,Sponge Lotus Seed,"Spice,Plant,Seed",done,
T_IngFlor_Steelblue_01,Steel Blue Entoloma Cap,Mushroom,done,
T_IngFlor_Stinkhorn_01,Stinkhorn Cap,Mushroom,done,
T_IngFlor_StJahnsWort_01,St. Jahn's Wort Flowers,Plant,done,
T_IngFlor_SucculentPulp_01,Succulent Pulp,Plant,done,
T_IngFlor_Sugarcane_01,Sweetgrass Stem,Plant,done,
T_IngFlor_SujPod_01,Kuj Sprout Pulp,Plant,done,
T_IngFlor_SummerBolete_01,Summer Bolete Cap,Mushroom,done,
T_IngFlor_SweetbreadPolypore_01,Sweetbread Polypore,Mushroom,done,
T_IngFlor_SwmpChal_01,Swamp Chalice,Mushroom,done,
T_IngFlor_Tacca_01,Tacca Seeds,"Spice,Plant",done,
T_IngFlor_Tanna_01,Tanna,"Plant,Leaves",done,
T_IngFlor_Taragetis_01,Taragetis Blossom,Plant,done,
T_IngFlor_TawnyFunnelCap_01,Tawny Funnel Cap,Mushroom,done,
T_IngFlor_TemarinBugloss_01,Temarin Bugloss Flower,Plant,done,
T_IngFlor_TempleDome_01,Temple Dome,Mushroom,done,
T_IngFlor_ThirrineLily_01,Thirrine Water Lily,Plant,done,
T_IngFlor_ThorntailBerry_01,Thorntail Berry,Fruit,done,
T_IngFlor_ThorntailFlower_01,Thorntail Flower,"Plant,Flower",done,
T_IngFlor_Thungleweed_01,Thungleweed Flower,"Plant,Flower",done,
T_IngFlor_TigaraFruit_01,Tigara Fruit,Fruit,done,
T_IngFlor_TigerlilyNectar_01,Tiger Lily Nectar,Plant,done,
T_IngFlor_TinderPolypore_01,Tinder Polypore Cap,Mushroom,done,
T_IngFlor_Tobacco_01,Tobacco,Plant,done,
T_IngFlor_Trefoil_01,Trefoil Flower,Plant,done,
T_IngFlor_TrembleWeedSap_01,Tremble Weed Sap,Plant,done,
T_IngFlor_Trollroot_01,Trollroot Fiber,Plant,done,
T_IngFlor_Turnip_01,Turnip,Vegetable,done,
T_IngFlor_UmberMorchella_01,Umber Morchella ,Mushroom,done,
T_IngFlor_VeiledUrnula_01,Veiled Urnula,Mushroom,done,
T_IngFlor_VicarHerb_01,Vicar Herb Leaves,"Plant,Leaves",done,
T_IngFlor_VileMorchella_01,Vile Morchella,Mushroom,done,
T_IngFlor_ViperBugloss_01,Viper Bugloss Leaves,Plant,done,
T_IngFlor_Weepveil_01,Weeping Veil,Plant,done,
T_IngFlor_WhitePoppyPod_01,Dried Whitepoppy Pod,Plant,done,
T_IngFlor_WidowkissPowder_01,Widow Kiss Powder,Powder,done,
T_IngFlor_WispStalk_01,Wisp Stalks,Plant,done,
T_IngFlor_Woadfl_01,Woad Seeds,"Spice,Plant,Seed",done,
T_IngFlor_WormWh01,Worm Wheat Tufts,Meal,done,
T_IngFlor_WormWh02,Worm Wheat Incense,,done,
T_IngFlor_Wormwood_01,Wormwood Leaves,"Plant,Leaves",done,
T_IngFlor_WtLillyPink_01,Water Lilly,Plant,done,
T_IngFlor_WtLillyPurple_01,Water Lilly,Plant,done,
T_IngFlor_WtLillyWhite_01,Water Lilly,Plant,done,
T_IngFlor_WtLillyYellow_01,Water Lilly,Plant,done,
T_IngFlor_YamOrb_01,Yam Orb,Vegetable,done,
T_IngFlor_YuinRoot_01,Yuin Root,Plant,done,
T_IngFlor_ZukomaBlossom_01,Zukoma Blossom,Plant,done,
T_IngFood_AltachiPear_01,Altachi Pear,Fruit,done,
T_IngFood_Apple_01,Apple,Fruit,done,
T_IngFood_AppleSkyrim_01,Apple,Fruit,done,
T_IngFood_Blackberry_01,Blackberries,Fruit,done,
T_IngFood_Blueberry_01,Blueberries,Fruit,done,
T_IngFood_Bread_01,Bread,Bread,done,
T_IngFood_Bread_02,Bread,Bread,done,
T_IngFood_Bread_03,Bread,Bread,done,
T_IngFood_BreadBretonLong_01,Longbread,Bread,done,
T_IngFood_BreadBretonLong_02,Longbread,Bread,done,
T_IngFood_BreadBretonLong_03,Longbread,Bread,done,
T_IngFood_BreadColovian_01,Colovian Bread,Bread,done,
T_IngFood_BreadColovian_02,Colovian Bread,Bread,done,
T_IngFood_BreadDeshaan_01,Deshaan Bread,Bread,done,
T_IngFood_BreadDeshaan_02,Deshaan Bread,Bread,done,
T_IngFood_BreadDeshaan_03,Deshaan Bread,Bread,done,
T_IngFood_BreadDeshaan_04,Deshaan Bread,Bread,done,
T_IngFood_BreadDeshaan_05,Deshaan Bread,Bread,done,
T_IngFood_BreadFlat_01,Flat Bread,Bread,done,
T_IngFood_BreadFlat_02,Flat Bread,Bread,done,
T_IngFood_BreadFlat_03,Flat Bread,Bread,done,
T_IngFood_BreadKeptu_01,Braided Bread,Bread,done,
T_IngFood_BreadKeptu_02,Braided Bread,Bread,done,
T_IngFood_BreadKeptu_03,Braided Bread,Bread,done,
T_IngFood_BreadNordRye_01,Bread,Bread,done,
T_IngFood_BreadNordRye_02,Bread,Bread,done,
T_IngFood_BreadNordRye_03,Bread,Bread,done,
T_IngFood_BreadRedguard_01,Bread,Bread,done,
T_IngFood_BreadRedguard_02,Bread,Bread,done,
T_IngFood_BreadRedguard_03,Bread,Bread,done,
T_IngFood_BridethornBerry_01,Bridethorn Berries,Fruit,done,
T_IngFood_Cake_01,Cake,Meal,done,
T_IngFood_Carrot_01,Carrot,Vegetable,done,
T_IngFood_CheeseBreton_01,Cheese,Dairy,done,
T_IngFood_CheeseBreton_02,Cheese,Dairy,done,
T_IngFood_CheeseColovian_01,Colovian Cheese,Dairy,done,
T_IngFood_CheeseNord_01,Cheese,Dairy,done,
T_IngFood_CheeseRedguard_01,Cheese,Dairy,done,
T_IngFood_CloudyCorn_01,Cloudy Corn,Vegetable,done,
T_IngFood_Cookie_01,Biscuit,Meal,done,
T_IngFood_Cookie_02,Biscuit,Meal,done,
T_IngFood_Cracker_01,Cracker,Meal,done,
T_IngFood_CustTartRedguard_01,Custard Tart,Meal,done,
T_IngFood_EggChicken_01,Egg,Egg,done,
T_IngFood_EggMolecrab_01,Mole Crab Egg,Egg,done,
T_IngFood_EggOrnada_01,Ornada Egg,Egg,done,
T_IngFood_EggSeagull_01,Seagull Egg,Egg,done,
T_IngFood_Fig_01,Fig,Fruit,done,
T_IngFood_Fig_Dried_01,Dried Fig,Fruit,done,
T_IngFood_FishBrowntrout_01,Trout Meat,"Meat,Fish",done,
T_IngFood_FishChrysophant_01,Chrysophant,Gem,done,
T_IngFood_FishCod_01,Cod,Fish,done,
T_IngFood_FishCodDried_01,Salted Cod,Fish,done,
T_IngFood_FishLeaperTail_01,Leaper Tail,CreaturePart,done,
T_IngFood_FishLongfinFilet_01,Longfin Filet,Fish,done,
T_IngFood_FishPike_01,Pike Meat,Fish,done,
T_IngFood_FishPikeperch_01,Pikeperch Meat,Meat,done,
T_IngFood_FishSalmon_01,Salmon Meat,Fish,done,
T_IngFood_FishSlaughterDried_01,Dried Slaughterfish,Meal,done,
T_IngFood_FishSlaughterDried_02,Dried Slaughterfish,Meal,done,
T_IngFood_FishSlaughterDried_03,Dried Slaughterfish,Meal,done,
T_IngFood_FishSlaughterDried_04,Dried Slaughterfish,Meal,done,
T_IngFood_FishSpr_01,Spearmouth,Fish,done,
T_IngFood_FishStrid_01,Stridfish,Fish,done,
T_IngFood_Flour_01,Flour,Flour,done,
T_IngFood_Garlic_01,Garlic,Vegetable,done,
T_IngFood_Gooseb01,Gooseberries,Fruit,done,
T_IngFood_Gorapple_01,Gorapple,Fruit,done,
T_IngFood_Grape_01,Colovian Grapes,Fruit,done,
T_IngFood_Grape_02,Grapes,Fruit,done,
T_IngFood_GrapeWrothgarian_01,Wrothgarian Grapes,Fruit,done,
T_IngFood_Hardtack_01,Hardtack,Grain,done,
T_IngFood_Honey_01,Honey,Sweet,done,
T_IngFood_Indureta_01,Durata,Vegetable,done,
T_IngFood_Ironrye_01,Ironrye,Grain,done,
T_IngFood_Leek_01,Leek,Vegetable,done,
T_IngFood_LotteFruit_01,Lotte Fruit,Fruit,done,
T_IngFood_Lyco_01,Lycoae,Vegetable,done,
T_IngFood_Mango_01,Mango,Fruit,done,
T_IngFood_MarmongPaste_01,Marmong Paste,Paste,done,
T_IngFood_MeatAlit_01,Alit Meat,Meat,done,
T_IngFood_MeatArenthJerky_01,Arenthian Jerky,"Meat,Meal",done,
T_IngFood_MeatBeef_01,Beef,Meat,done,
T_IngFood_MeatBoar_02,Boar Meat,Meat,done,
T_IngFood_MeatChicken_01,Chicken Leg,Meat,done,
T_IngFood_MeatCliffracer_01,Racer Meat,Meat,done,
T_IngFood_MeatDolphin_01,Dolphin Meat,Fish,done,
T_IngFood_MeatGoat_01,Goat Meat,Meat,done,
T_IngFood_MeatGuar_01,Guar Meat,Meat,done,
T_IngFood_MeatHam_01,Ham,Meat,done,
T_IngFood_MeatHorker_01,Horker Meat,Meat,done,
T_IngFood_MeatHorse_01,Horse Meat,Meat,done,
T_IngFood_MeatKagouti_01,Kagouti Meat,Meat,done,
T_IngFood_MeatKwama_01,Kwama Meat,Meat,done,
T_IngFood_MeatMutton_01,Mutton,Meat,done,
T_IngFood_MeatOrnada_01,Ornada Meat,Meat,done,
T_IngFood_MeatParastylus_01,Parastylus Meat,Meat,done,
T_IngFood_MeatPork_01,Pork,Meat,done,
T_IngFood_MeatSqrl_01,Squirrel Meat,Meat,done,
T_IngFood_MeatVenison_01,Venison,Meat,done,
T_IngFood_Mokre_01,Mokre,Meal,done,
T_IngFood_NoodlesEsriWheat_01,Noodles,Meal,done,
T_IngFood_NoodlesYnesaiRice_01,Noodles,Meal,done,
T_IngFood_Olives_01,Olives,Fruit,done,
T_IngFood_Onion_01,Onion,Vegetable,done,
T_IngFood_PassionFruit_01,Passion Fruit,Fruit,done,
T_IngFood_PastryFrRedguard_01,Fried Pastry,Meal,done,
T_IngFood_Plum_01,Plum,Fruit,done,
T_IngFood_Pomegranate_01,Pomegranate,Fruit,done,
T_IngFood_PoppadGourd_01,Poppad Gourd,Vegetable,done,
T_IngFood_PorridgePalm_01,Palm Porridge,Meal,done,
T_IngFood_Potato_01,Potato,Vegetable,done,
T_IngFood_Radish_01,Radish,Vegetable,done,
T_IngFood_Rice_01,Rice,Grain,done,
T_IngFood_RiceCake_01,Rice Cake,Meal,done,
T_IngFood_RiverstriderEgg_01,Waterstrider Egg,Egg,done,
T_IngFood_Scone_01,Scone,Meal,done,
T_IngFood_ScribPie_01,Scrib Pie,Meal,done,
T_IngFood_Sfiha_01,Sfiha,Meal,done,
T_IngFood_Sfiha_02,Sfiha,Meal,done,
T_IngFood_SilverPalmfruit_01,Palm Fruit,Fruit,done,
T_IngFood_Siyat_02,Cured Siyat,Meal,done,
T_IngFood_Snowberry_01,Snow Berries,Fruit,done,
T_IngFood_Strawberry_01,Strawberry,Fruit,done,
T_IngFood_Sweetroll_01,Sweetroll,Meal,done,
T_IngFood_TartRedguard_01,Tart,Meal,done,
T_IngFood_TeaAltmer_01,Ensis Tea Cake,Meal,done,
T_IngFood_TeaAltmer_02,Assa Tea Cake,Meal,done,
T_IngFood_TGuarHide,Tiger Guar Hide,Hide,done,
T_IngFood_Tomato_01,Tomato,Vegetable,done,
T_IngFood_TrinityFruit_01,Trinity Fruit,Fruit,done,
T_IngFood_UNI_ChocoMuffin,Chocolate Muffin,Meal,done,
T_IngFood_Vinegar_01,Vinegar,Liquid,done,
T_IngFood_WasabiRoot_01,Wasabi Root,"Plant,Spice,Tea",done,
T_IngFood_Wheat_01,Wheat,"Plant,Grain",done,
T_IngMine_Agate_01,Rainbow Agate,Gem,done,
T_IngMine_Agate_02,Fire Agate,Gem,done,
T_IngMine_Agate_03,Midnight Agate,Gem,done,
T_IngMine_Agate_04,White Agate,Gem,done,
T_IngMine_Amber_01,Amber,Gem,done,
T_IngMine_AmberDae_01,Amber,Gem,done,
T_IngMine_Amethyst_01,Amethyst,Gem,done,
T_IngMine_AmethystDae_01,Amethyst,Gem,done,
T_IngMine_Ametrine_01,Ametrine,Gem,done,
T_IngMine_Antimony_01,Antimony Ore,Ore,done,
T_IngMine_Aquamarine_01,Aquamarine,Gem,done,
T_IngMine_AquamarineDae_01,Aquamarine,Gem,done,
T_IngMine_Arsenic_01,Raw Arsenic,"Mineral,Poison",done,
T_IngMine_Bloodstone_01,Bloodstone,Gem,done,
T_IngMine_BloodstoneDae_01,Bloodstone,Gem,done,
T_IngMine_CaputMortuum_01,Caput Mortuum,Mineral,done,
T_IngMine_Chalk_01,Chalk,Mineral,done,
T_IngMine_Charcoal_01,Charcoal,Mineral,done,
T_IngMine_Citrine_01,Citrine,Gem,done,
T_IngMine_Coal_01,Coal,Mineral,done,
T_IngMine_DiamondBlue_01,Blue Diamond,Gem,done,
T_IngMine_DiamondDeTomb_01,Diamond,Gem,done,
T_IngMine_DiamondRed_01,Red Diamond,Gem,done,
T_IngMine_EmeraldDeTomb_01,Emerald,Gem,done,
T_IngMine_FireOpal_01,Fire Opal,Gem,done,
T_IngMine_Flashgrit_01,Flashgrit,Mineral,done,
T_IngMine_FoolsGold_01,Fool's Gold,Ore,done,
T_IngMine_Garnet_01,Garnet,Gem,done,
T_IngMine_GarnetDae_01,Garnet,Gem,done,
T_IngMine_IceCrystal_01,Ice Crystal,Gem,done,
T_IngMine_Jade_01,Jade,Gem,done,
T_IngMine_Jet_01,Jet,Gem,done,
T_IngMine_JetDae_01,Jet,Gem,done,
T_IngMine_KhajiitEye_01,Khajiit-Eye,Gem,done,
T_IngMine_KhajiitEyeDae_01,Khajiit-Eye,Gem,done,
T_IngMine_LapisLazuli_01,Lapis Lazuli,Gem,done,
T_IngMine_Lodestone_01,Lodestone,Mineral,done,
T_IngMine_LunarCaustic_01,Lunar Caustic,Mineral,done,
T_IngMine_Malouchite_01,Malachite,Gem,done,
T_IngMine_Moonstone_01,Moonstone,Gem,done,
T_IngMine_MoonstoneDae_01,Moonstone,Gem,done,
T_IngMine_Onyx_01,Onyx,Gem,done,
T_IngMine_Opal_01,Opal,Gem,done,
T_IngMine_OpalDae_01,Opal,Gem,done,
T_IngMine_OreBitterstone_01,Bitterstone Ore,Ore,done,
T_IngMine_OreBrass_01,Brass Ore,Ore,done,
T_IngMine_OreCobalt_01,Cobalt Ore,Ore,done,
T_IngMine_OreCopper_01,Copper Ore,Ore,done,
T_IngMine_OreGold_01,Gold Ore,Ore,done,
T_IngMine_OreGoldDae_01,Gold Ore,Ore,done,
T_IngMine_OreIron_01,Iron Ore,Ore,done,
T_IngMine_OreLead_01,Lead Ore,Ore,done,
T_IngMine_OreMercury_01,Mercury,Mineral,done,
T_IngMine_OreOrichalcum_01,Orichalcum Ore,Ore,done,
T_IngMine_OreOrichalcum_02,Orichalc Grains,Ore,done,
T_IngMine_OrePlatinum_01,Platinum Ore,Ore,done,
T_IngMine_OreQuicksilver_01,Quicksilver Ore,Ore,done,
T_IngMine_OreSilver_01,Silver Ore,Ore,done,
T_IngMine_OreSulfur_01,Sulphur,Mineral,done,
T_IngMine_OreTin_01,Raw Tin,Ore,done,
T_IngMine_OreZinc_01,Raw Zinc,Ore,done,
T_IngMine_PearlBlack_01,Black Pearl,Gem,done,
T_IngMine_PearlBlackDae_01,Black Pearl,Gem,done,
T_IngMine_PearlBlue_01,Blue Pearl,Gem,done,
T_IngMine_PearlBlueDae_01,Blue Pearl,Gem,done,
T_IngMine_PearlDeTomb_01,Pearl,Gem,done,
T_IngMine_PearlKardesh_01,Kardesh Pearl,Gem,done,
T_IngMine_PearlPink_01,Pink Pearl,Gem,done,
T_IngMine_PearlPinkDae_01,Pink Pearl,Gem,done,
T_IngMine_Peridot_01,Peridot,Gem,done,
T_IngMine_PeridotDae_01,Peridot,Gem,done,
T_IngMine_Realgar_01,Realgar,Mineral,done,
T_IngMine_Rockcrystal_01,Rock Crystal,Gem,done,
T_IngMine_RockCrystalDae_01,Rock Crystal,Gem,done,
T_IngMine_RoseQuartz_01,Rose Quartz,"Gem,Plant",done,
T_IngMine_RubyDeTomb_01,Ruby,Gem,done,
T_IngMine_Salt_01,Salt,Salt,done,
T_IngMine_Sapphire_01,Sapphire,Gem,done,
T_IngMine_SapphireDae_01,Sapphire,Gem,done,
T_IngMine_SmokyQuartz_01,Smoky Quartz,Gem,done,
T_IngMine_Spellstone_01,Spellstone,Gem,done,
T_IngMine_Spinel_01,Spinel,Gem,done,
T_IngMine_SpinelDae_01,Spinel,Gem,done,
T_IngMine_Tektite_01,Tektite,Gem,done,
T_IngMine_TektiteDae_01,Tektite,Gem,done,
T_IngMine_Topaz_01,Topaz,Gem,done,
T_IngMine_TopazBlue_01,Blue Topaz,Gem,done,
T_IngMine_TopazDae_01,Topaz,Gem,done,
T_IngMine_Turquoise_01,Turquoise,Gem,done,
T_IngMine_TurquoiseDae_01,Turquoise,Gem,done,
T_IngSpice_Anise_01,Anise Seeds,"Spice,Plant,Seed",done,
T_IngSpice_Cardamon_01,Cardamon Powder,Spice,done,
T_IngSpice_Cinnamon_01,Cinnamon Bark,"Spice,Plant",done,
T_IngSpice_Curcuma_01,Turmeric Powder,Spice,done,
