icon,record_type,id,name,mesh,plugin
m\Tx_book_04.tga,Book,bk_spiritofnirn,"Spirit of Nirn, God of Mortals",m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bk_truenatureoforcs,The True Nature of Orcs,m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bk_vivecandmephala,Vivec and Mephala,m\Text_Octavo_05.NIF,Morrowind
m\Tx_book_04.tga,Book,bk_wherewereyoudragonbroke,Where Were You ... Dragon Broke,m\Text_Octavo_05.NIF,Morrowind
m\Tx_book_04.tga,Book,bk_yellowbookofriddles,The Yellow Book of Riddles,m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,book_dwe_metal_fab00,Old Dwemer Book,m\Text_Octavo_05.NIF,Morrowind/Tribunal
m\Tx_book_04.tga,Book,bookskill_destruction1,The Horror of Castle Xyr,m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bookskill_destruction4,The Art of War Magic,m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bookskill_hand to hand3,"Charwich-Koniinge, Volume 2",m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bookskill_hand to hand4,"Charwich-Koniinge, Volume 4",m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bookskill_marksman4,The Marksmanship Lesson,m\Text_Octavo_05.nif,Morrowind
m\Tx_book_04.tga,Book,bookskill_unarmored2,"Charwich-Koniinge, Volume 1",m\Text_Octavo_05.nif,Morrowind
m\Tx_book_open_02.tga,Book,BookSkill_Alteration3,Sithis,m\Text_Octavo_open_08.nif,Morrowind
m\Tx_book_open_02.tga,Book,bk_Dren_shipping_log,Dren's shipping log,m\Text_Octavo_open_08.NIF,Morrowind
m\Tx_book_open_02.tga,Book,bk_NGastaKvataKvakis_o,N'Gasta! Kvata! Kvakis!,m\Text_Octavo_open_08.NIF,Morrowind
m\Tx_book_open_02.tga,Book,bk_corpsepreperation1_o,Corpse Preparation v I,m\Text_Octavo_open_08.NIF,Morrowind
m\Tx_book_open_02.tga,Book,bk_eastempirecompanyledger,East Empire Company Ledger,m\Text_Octavo_open_08.nif,Morrowind
m\Tx_book_open_03.tga,Book,BookSkill_Alchemy1,A Game at Dinner,m\Text_Octavo_open_06.nif,Morrowind
m\Tx_book_open_03.tga,Book,BookSkill_Alchemy1,A Game at Dinner,m\Text_Octavo_open_06.nif,Morrowind/Tribunal
m\Tx_book_open_03.tga,Book,bk_AlchemistsFormulary,The Alchemists Formulary,m\Text_Octavo_open_06.nif,Morrowind
m\Tx_book_open_03.tga,Book,bk_AlchemistsFormulary,The Alchemists Formulary,m\Text_Octavo_open_06.nif,Morrowind/Tribunal
m\Tx_book_open_03.tga,Book,bk_HomiliesOfBlessedAlmalexia,Homilies of Blessed Almalexia,m\Text_Octavo_open_06.nif,Morrowind
m\Tx_book_open_03.tga,Book,bk_HouseOfTroubles_o,The House of Troubles,m\Text_Octavo_open_06.nif,Morrowind
m\Tx_book_open_03.tga,Book,bk_HouseOfTroubles_o,The House of Troubles,m\Text_Octavo_open_06.nif,Morrowind/Bloodmoon
m\Tx_book_open_03.tga,Book,bk_honorthieves,Honor Among Thieves,m\Text_Octavo_open_06.nif,Morrowind
m\Tx_book_open_03.tga,Book,bk_snowprince,Fall of the Snow Prince,m\Text_Octavo_open_06.nif,Morrowind/Bloodmoon
m\Tx_folio_01.tga,Book,BookSkill_Medium Armor2,"Bone, Part One",m\Text_Folio_01.nif,Morrowind
m\Tx_folio_01.tga,Book,BookSkill_Medium Armor3,"Bone, Part Two",m\Text_Folio_01.nif,Morrowind
m\Tx_folio_01.tga,Book,bk_Confessions,Confessions of a Skooma-Eater,m\Text_Folio_01.NIF,Morrowind
m\Tx_folio_01.tga,Book,bk_PilgrimsPath,The Pilgrim's Path,m\Text_Folio_01.NIF,Morrowind
m\Tx_folio_01.tga,Book,bookskill_heavy armor1,Hallgerd's Tale,m\Text_Folio_01.NIF,Morrowind
m\Tx_folio_02.tga,Book,bk_SaryonisSermons,Saryoni's Sermons,m\Text_Folio_02.NIF,Morrowind
m\Tx_folio_02.tga,Book,bk_SaryonisSermons,Saryoni's Sermons,m\Text_Folio_02.NIF,Morrowind/Tribunal
m\Tx_folio_02.tga,Book,bk_darkestdarkness,Darkest Darkness,m\Text_Folio_02.NIF,Morrowind
m\Tx_folio_02.tga,Book,bk_saryonisermonsmanuscript,Saryoni's Sermons Manuscript,m\Text_Folio_02.NIF,Morrowind
m\Tx_folio_02.tga,Book,bookskill_short blade1,Unnamed Book,m\Text_Folio_02.NIF,Morrowind
m\Tx_folio_03.tga,Book,bk_Airship_Captains_Journal,Airship Captain's Journal,m\Text_Folio_03.nif,Morrowind/Bloodmoon
m\Tx_folio_03.tga,Book,bk_DivineMetaphysics,Divine Metaphysics...,m\Text_Folio_03.NIF,Morrowind
m\Tx_folio_03.tga,Book,bk_EggOfTime,The Egg of Time,m\Text_Folio_03.NIF,Morrowind
m\Tx_folio_03.tga,Book,bk_falljournal_unique,Journal of Tarhiel,m\Text_Folio_03.NIF,Morrowind
m\Tx_folio_03.tga,Book,bk_fryssajournal,Journal of Fryssa,m\Text_Folio_03.NIF,Morrowind/Bloodmoon
m\Tx_folio_03.tga,Book,bk_guylainesarchitecture,Guylaine's Architecture,m\Text_Folio_03.NIF,Morrowind
m\Tx_folio_03.tga,Book,bk_leggejournal,Settler's Journal,m\Text_Folio_03.NIF,Morrowind/Bloodmoon
m\Tx_folio_03.tga,Book,bk_necrojournal,Rogue Necromancer's Journal,m\Text_Folio_03.NIF,Morrowind/Bloodmoon
m\Tx_folio_04.tga,Book,bk_SecretsDwemerAnimunculi,Secrets of Dwemer Animunculi,m\Text_Folio_04.NIF,Morrowind
m\Tx_folio_04.tga,Book,bk_TalMarogKersResearches,Tal Marog Ker's Researches,m\Text_Folio_04.NIF,Morrowind
m\Tx_folio_04.tga,Book,bookskill_destruction2,Response to Bero's Speech,m\Text_Folio_04.NIF,Morrowind
m\Tx_folio_04.tga,Book,bookskill_mercantile1,The Buying Game,m\Text_Folio_04.nif,Morrowind
m\Tx_folio_open_01.tga,Book,BookSkill_Armorer1,The Armorer's Challenge,m\Text_Folio_open_01.NIF,Morrowind
m\Tx_folio_open_02.tga,Book,bookskill_security5,Surfeit of Thieves,m\Text_Folio_open_02.NIF,Morrowind
m\Tx_folio_open_03.tga,Book,bookskill_light armor3,Lord Jornibret's Last Dance,m\Text_Folio_open_03.NIF,Morrowind
m\Tx_folio_open_03.tga,Book,bookskill_marksman3,Vernaccus and Bourlor,m\Text_Folio_open_03.NIF,Morrowind
m\Tx_folio_open_04.tga,Book,BookSkill_Heavy Armor3,Chimarvamidium,m\Text_Folio_open_04.nif,Morrowind
m\Tx_note_01.tga,Book,bk_Adren,WARNING!!!,m\Text_Note_01.nif,Morrowind/Tribunal
m\Tx_note_01.tga,Book,bk_BeramJournal5,Beram Journal Entry 5,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_NoteFromJ'Zhirr,Note from J'zhirr,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_ahnia,Note to Ahnia,m\Text_Note_01.nif,Morrowind/Tribunal
m\Tx_note_01.tga,Book,bk_clientlist,Client List,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_colony_Toralf,Tattered Note,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,bk_contract_ralen,Weapons and Armor Contract,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_leaflet_false,A Leaflet,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_letterfromjzhirr,Letter From J'Zhirr,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_letterfromllaalam,Letter From Llaalam Dredil,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_letterfromllaalam2,Letter From Llaalam Dredil,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_miungei,Letter from Tsrazami,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_notefrombildren,Note From Bildren,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_notefromferele,Note from Ferele,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_notefromradras,Note From Radras,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_notetocalderamages,Note to Mages,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_notetocalderaslaves,Note to Slaves,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_notetomenus,Note to Menus,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_propertyofjolda,Property of Jolda,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_storagenotice,Notice,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,bk_suicidenote,"For Shara, on my death",m\Text_Note_01.nif,Morrowind/Tribunal
m\Tx_note_01.tga,Book,note to hrisskar,Note to Hrisskar,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,note_Peke_Utchoo,Peke Utchoo's last words,m\Text_Note_01.nif,Morrowind
m\Tx_note_01.tga,Book,sc_Erna,Erna's Note to Brandr,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_Erna01,Erna's Note to Erna,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_bloodynote_s,A Blood-Stained Note,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_fjaldingnote,"Old, Wet Note",m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_fjellnote,Bloody Note,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_frosselnote,Bloody Note,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_jeleen,Jeleen's Sad Farewell,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_piratetreasure,Pirate Captain's Note,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_rumornote_bm,Odd Rumor,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_sjobalnote,Thauraver's Orders,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_01.tga,Book,sc_witchnote,Note from a Glenmoril Witch,m\Text_Note_01.nif,Morrowind/Bloodmoon
m\Tx_note_02.tga,Book,bk_BMtrial_unique,Letter from Rigmor to Risi,m\Text_Note_02.nif,Morrowind/Bloodmoon
m\Tx_note_02.tga,Book,bk_BeramJournal1,Beram Journal Entry 1,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_BeramJournal2,Beram Journal Entry 2,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_BeramJournal3,Beram Journal Entry 3,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_BeramJournal4,Beram Journal Entry 4,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_BlightPotionNotice,Cure Blight Potion Notice,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_ILHermit_Page,Page from History of the Empire,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_falanaamonote,Note to Falanaamo,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_impmuseumwelcome,Imperial Museum Welcome,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_joldanote,A hastily scrawled note,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_note,A worn and weathered note,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notefromernil,Note From Ernil,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notefromirgola,Note from Irgola,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notefromnelos,Note from Nelos,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notesoldout,Sold Out Notice,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notetocalderaguard,NoteToCalderaGuard,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notetoinorra,Note to Inorra,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notetotelvon,Note to Telvon,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_notetovalvius,Note to Valvius,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_shalit_note,Note to Giden,m\Text_Note_02.nif,Morrowind
m\Tx_note_02.tga,Book,bk_shalitjournal_deal,Rels Tenim Journal Page,m\Text_Note_02.nif,Morrowind
m\Tx_octavo_01.tga,Book,BookSkill_Athletics2,"A Dance in Fire, Chapter 3",m\Text_Octavo_01.nif,Morrowind
m\Tx_octavo_01.tga,Book,BookSkill_Block3,"A Dance in Fire, Chapter 2",m\Text_Octavo_01.nif,Morrowind
m\Tx_octavo_01.tga,Book,BookSkill_Marksman2,"A Dance in Fire, Chapter 5",m\Text_Octavo_01.nif,Morrowind
m\Tx_octavo_01.tga,Book,bk_CalderaRecordBook2,Secret Caldera Ledger,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bk_OriginOfTheMagesGuild,Origin of the Mages Guild,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bk_WaroftheFirstCouncil,The War of the First Council,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bk_istunondescosmology,A Less Rude Song,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bk_specialfloraoftamriel,Special Flora of Tamriel,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bk_yellowbook426,Yellow Book of 3E 426,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bk_ynglingledger,Yngling's Ledger,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,book_dwe_water00,Old Dwemer Book,m\Text_Octavo_01.nif,Morrowind/Tribunal
m\Tx_octavo_01.tga,Book,bookskill_blunt weapon1,The Hope of the Redoran,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_01.tga,Book,bookskill_mercantile4,"A Dance in Fire, Chapter 6",m\Text_Octavo_01.nif,Morrowind
m\Tx_octavo_01.tga,Book,bookskill_mercantile5,"A Dance in Fire, Chapter 7",m\Text_Octavo_01.nif,Morrowind
m\Tx_octavo_01.tga,Book,bookskill_security4,Chance's Folly,m\Text_Octavo_01.nif,Morrowind
m\Tx_octavo_01.tga,Book,bookskill_spear1,Smuggler's Island,m\Text_Octavo_01.NIF,Morrowind
m\Tx_octavo_02.tga,Book,BookSkill_Acrobatics5,"Mystery of Talara, Part 1",m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,BookSkill_Armorer2,Last Scabbard of Akrash,m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,BookSkill_Destruction5,"Mystery of Talara, Part 3",m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,BookSkill_Destruction5_open,"Mystery of Talara, Part 3",m\Text_Octavo_open_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,BookSkill_Light Armor2,Ice and Chiton,m\Text_Octavo_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,BookSkill_Restoration5,"Mystery of Talara, Part 2",m\Text_Octavo_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,bk_Artifacts_Tamriel,Famed Artifacts of Tamriel,m\Text_Octavo_02.nif,Morrowind/Tribunal
m\Tx_octavo_02.tga,Book,bk_ChangedOnes,The Changed Ones,m\Text_Octavo_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,bk_ChildrenOfTheSky,Children of the Sky,m\Text_Octavo_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,bk_ChildrenOfTheSky,Children of the Sky,m\Text_Octavo_02.NIF,Morrowind/Tribunal
m\Tx_octavo_02.tga,Book,bk_InvocationOfAzura,Invocation of Azura,m\Text_Octavo_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,bk_RealNerevar,The Real Nerevar,m\Text_Octavo_02.NIF,Morrowind
m\Tx_octavo_02.tga,Book,bk_Yagrum's_Book,Tamrielic Lore,m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,bk_Yagrum's_Book,Tamrielic Lore,m\Text_Octavo_02.nif,Morrowind/Tribunal
m\Tx_octavo_02.tga,Book,book_dwe_mach00,Old Dwemer Book,m\Text_Octavo_02.nif,Morrowind/Tribunal
m\Tx_octavo_02.tga,Book,book_dwe_pipe00,Old Dwemer Book,m\Text_Octavo_open_02.NIF,Morrowind/Tribunal
m\Tx_octavo_02.tga,Book,bookskill_axe2,The Axe Man,m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,bookskill_illusion3,Incident in Necrom,m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,bookskill_illusion5,"Mystery of Talara, Part 4",m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_02.tga,Book,bookskill_mystery5,"Mystery of Talara, Part 5",m\Text_Octavo_02.nif,Morrowind
m\Tx_octavo_03.tga,Book,BookSkill_Alchemy2,The Cake and the Diamond,m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,BookSkill_Enchant2,"The Wolf Queen, Book VIII",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,BookSkill_Security3,The Dowry,m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,BookSkill_Speechcraft1,Biography of the Wolf Queen,m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bk_ArcturianHeresy,The Arcturian Heresy,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_ArcturianHeresy,The Arcturian Heresy,m\Text_Octavo_03.NIF,Morrowind/Tribunal
m\Tx_octavo_03.tga,Book,bk_BoethiahPillowBook,Boethiah's Pillow Book,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_ConsolationsOfPrayer,The Consolations of Prayer,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_ConsolationsOfPrayer,The Consolations of Prayer,m\Text_Octavo_03.NIF,Morrowind/Tribunal
m\Tx_octavo_03.tga,Book,bk_MixedUnitTactics,Mixed Unit Tactics v1,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_MixedUnitTactics,Mixed Unit Tactics v1,m\Text_Octavo_03.NIF,Morrowind/Bloodmoon
m\Tx_octavo_03.tga,Book,bk_SamarStarloversJournal,Starlover's Log,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_charterFG,Fighters Guild Charter,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_charterMG,Mages Guild Charter,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_firmament,The Firmament,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_firmament,The Firmament,m\Text_Octavo_03.NIF,Morrowind/Tribunal
m\Tx_octavo_03.tga,Book,bk_five_far_stars,The Five Far Stars,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_five_far_stars,The Five Far Stars,m\Text_Octavo_03.NIF,Morrowind/Bloodmoon
m\Tx_octavo_03.tga,Book,bk_graspingfortune,Grasping Fortune,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_graspingfortune,Grasping Fortune,m\Text_Octavo_03.NIF,Morrowind/Tribunal
m\Tx_octavo_03.tga,Book,bk_kagrenac'sjournal_excl,Kagrenac's Journal,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_kagrenac'splans_excl,Kagrenac's Planbook,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_legionsofthedead,Legions of the Dead,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_legionsofthedead,Legions of the Dead,m\Text_Octavo_03.NIF,Morrowind/Tribunal
m\Tx_octavo_03.tga,Book,bk_manyfacesmissinggod,The Monomyth,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bk_sharnslegionsofthedead,Sharn's Legions of the Dead,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_destruction3,A Hypothetical Treachery,m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_hand to hand2,"The Wolf Queen, Book II",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_hand to hand5,Master Zoaraym's Tale,m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_illusion1,"The Wolf Queen, Book III",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_mercantile2,"The Wolf Queen, Book IV",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_restoration3,The Four Suitors of Benitah,m\Text_Octavo_03.NIF,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_security2,"The Wolf Queen, Book I",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_sneak1,"The Wolf Queen, Book VI",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_speechcraft2,"The Wolf Queen, Book V",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_03.tga,Book,bookskill_speechcraft2,"The Wolf Queen, Book V",m\Text_Octavo_03.nif,Morrowind/Tribunal
m\Tx_octavo_03.tga,Book,bookskill_speechcraft4,"The Wolf Queen, Book VII",m\Text_Octavo_03.nif,Morrowind
m\Tx_octavo_04.tga,Book,BookSkill_Alteration2,The Dragon Break Re-Examined,m\Text_Octavo_04.nif,Morrowind
m\Tx_octavo_04.tga,Book,bk_Ibardad_Elante_notes,Elante's Notes,m\Text_Octavo_open_04.NIF,Morrowind
m\Tx_octavo_04.tga,Book,bookskill_conjuration5,The Warrior's Charge,m\Text_Octavo_04.nif,Morrowind
m\Tx_octavo_04.tga,Book,bookskill_enchant3,"Palla, Book II",m\Text_Octavo_04.nif,Morrowind
m\Tx_octavo_04.tga,Book,bookskill_enchant5,The Final Lesson,m\Text_Octavo_04.NIF,Morrowind
m\Tx_octavo_04.tga,Book,bookskill_illusion4,"Palla, Book I",m\Text_Octavo_04.nif,Morrowind
m\Tx_octavo_04.tga,Book,bookskill_restoration1,Withershins,m\Text_Octavo_04.nif,Morrowind
m\Tx_octavo_04.tga,Book,bookskill_sneak4,Trap,m\Text_Octavo_04.NIF,Morrowind
m\Tx_octavo_open_02.tga,Book,BookSkill_Blunt Weapon2,The Importance of Where,m\Text_Octavo_open_02.NIF,Morrowind
m\Tx_octavo_open_02.tga,Book,book_dwe_boom00,Old Dwemer Book,m\Text_Octavo_open_02.NIF,Morrowind/Tribunal
m\Tx_octavo_open_02.tga,Book,bookskill_restoration2,Notes on Racial Phylogeny,m\Text_Octavo_open_02.NIF,Morrowind
m\Tx_octavo_open_03.tga,Book,bk_CalderaRecordBook1,Caldera Ledger,m\Text_Octavo_open_03.nif,Morrowind
m\Tx_octavo_open_03.tga,Book,bk_Hlaalu_Vaults_Ledger,Hlaalu Vaults Ledger,m\Text_Octavo_open_03.nif,Morrowind
m\Tx_octavo_open_03.tga,Book,bk_Redoran_Vaults_Ledger,Redoran Vaults Ledger,m\Text_Octavo_open_03.nif,Morrowind
m\Tx_octavo_open_03.tga,Book,bk_Telvanni_Vault_Ledger,Telvanni Vault Ledger,m\Text_Octavo_open_03.nif,Morrowind
m\Tx_octavo_open_03.tga,Book,bk_Warehouse_log,Warehouse shipping log,m\Text_Octavo_open_03.nif,Morrowind
m\Tx_paper_plain_01.tga,Book,bk_eggorders,Order Manifest,m\Misc_paper_plain_01.nif,Morrowind
m\Tx_paper_plain_01.tga,Book,bk_orderfrommollismo,Order From Mollismo,m\Misc_paper_plain_01.nif,Morrowind
m\Tx_paper_plain_01.tga,Book,sc_paper plain,paper,m\Misc_paper_plain_01.nif,Morrowind
m\Tx_paper_plain_01.tga,Book,sc_paper plain,paper,m\Misc_paper_plain_01.nif,Morrowind/Bloodmoon
m\Tx_paper_plain_01.tga,Book,sc_paper_plain_01_canodia,paper,m\Misc_paper_plain_01.nif,Morrowind
m\Tx_paper_roll_01.dds,Book,bk_diary_sailor,Diary of a Lost Sailor,m\Text_paper_roll_01.nif,Morrowind/Tribunal
m\Tx_paper_roll_01.tga,Book,bk_dbcontract,A Dark Brotherhood Contract,m\Text_paper_roll_01.nif,Morrowind/Tribunal
m\Tx_paper_roll_01.tga,Book,text_paper_roll_01,Rolled Paper,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_Alen,Royal Writ of Execution,m\Text_paper_roll_01.nif,Morrowind/Tribunal
m\Tx_paper_roll_01.tga,Book,writ_Berano,Royal Writ of Execution,m\Text_paper_roll_01.nif,Morrowind/Tribunal
m\Tx_paper_roll_01.tga,Book,writ_Hloggar,Royal Writ of Execution,m\Text_paper_roll_01.nif,Morrowind/Tribunal
m\Tx_paper_roll_01.tga,Book,writ_baladas,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_belvayn,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_bemis,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_bero,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_brilnosu,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_galasa,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_guril,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_mavon,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_navil,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_oran,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_sadus,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_saren,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_therana,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_varro,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_vendu,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
m\Tx_paper_roll_01.tga,Book,writ_yasalmibaal,Honorable Writ of Execution,m\Text_paper_roll_01.nif,Morrowind
