id,name,tags,comment
"AB_IngCrea_HorseMeat01","Horse Meat","Meat",""
"TR_m3_OE_q_HorseMeat","Horse Meat","Meat",""
"T_IngFood_MeatHorse_01","Horse Meat","Meat",""
"ingred_hound_meat_01","Hound Meat","Meat","Found by killing Nix-Hounds"
"ingred_human_meat_01","Human Flesh","Meat","Very rare. Only found in certain places. One is Palansour"
"T_IngCrea_HumanHeart","Human Heart","CreaturePart",""
"T_IngCrea_RedoranHoundChitin_01","Hunting Hound Chitin","CreaturePart",""
"ingred_bc_hypha_facia","Hypha Facia","Mushroom","This shelf-fungus is found growing on tree trunks in the Bitter Coast region"
"T_IngMine_IceCrystal_01","Ice Crystal","Gem",""
"T_IngCrea_IcewraithTeeth_01","Ice Wraith Teeth","CreaturePart",""
"T_IngFlor_IcyShell01","Icy Shell Fungus","Mushroom,CreaturePart",""
"T_IngDye_ImperialPurple_01","Imperial Purple Dye","Mineral",""
"T_IngFlor_InkCone_01","Ink Cone","",""
"T_IngCrea_IronToadHide","Iron Hide","Ore,CreaturePart,Hide",""
"T_IngMine_OreIron_01","Iron Ore","Ore",""
"T_IngFood_Ironrye_01","Ironrye","Grain",""
"T_IngFlor_IronwoodNut_01","Ironwood Nuts","Plant",""
"T_IngCrea_Ivory","Ivory","Gem",""
"T_IngMine_Jade_01","Jade","Gem",""
"T_IngCrea_Jadescales_01","Jadescales","",""
"T_IngFlor_Jarmush_01","Jarmush Leaves","Plant",""
"T_IngMine_JetDae_01","Jet","Gem",""
"T_IngMine_Jet_01","Jet","Gem",""
"ingred_kagouti_hide_01","Kagouti Hide","CreaturePart,Hide","Found by killing Kagoutis"
"T_IngFood_MeatKagouti_01","Kagouti Meat","Meat",""
"T_IngMine_PearlKardesh_01","Kardesh Pearl","Gem",""
"T_IngMine_KhajiitEyeDae_01","Khajiit-Eye","CreaturePart",""
"T_IngMine_KhajiitEye_01","Khajiit-Eye","CreaturePart",""
"T_IngFlor_KingBolete_01","King Bolete","Mushroom",""
"T_IngFlor_KingThistle_01","King Thistle Flower","Plant",""
"T_IngCrea_KoboldTongue_01","Kobold Tongue","CreaturePart",""
"ingred_kresh_fiber_01","Kresh Fiber","CreaturePart","Kreshweed is found growing near sea water, most common in the Azura's Coast, Bitter Coast and West Gash regions."
"T_IngFlor_SujPod_01","Kuj Sprout Pulp","Plant",""
"T_IngCrea_KwamaChitin_01","Kwama Chitin","CreaturePart",""
"ingred_kwama_cuttle_01","Kwama Cuttle","CreaturePart","Found by killing Kwama (any type)."
"T_IngFood_MeatKwama_01","Kwama Meat","Meat",""
"AB_IngCrea_KwamaPoison","Kwama Poison","CreaturePart",""
"T_IngCrea_KwoomEgg_01","Kwoom Egg","Egg",""
"T_IngCrea_KwoomFronds","Kwoom Fronds","Plant",""
"T_IngFlor_LadysMantle_01","Lady's Mantle Leaves","Plant",""
"T_IngFlor_LadysSmock_01","Lady's Smock Leaves","Plant",""
"T_IngCrea_LamiaHair_01","Lamia Hair","CreaturePart",""
"T_IngCrea_LamplightResin_01","Lamplight","",""
"T_IngMine_LapisLazuli_01","Lapis Lazuli","Gem",""
"ingred_6th_corprusmeat_05","Large Corprusmeat Hunk","Meat",""
"food_kwama_egg_02","Large Kwama Egg","Egg","Found in Egg Mines. Also common as food in houses."
"TR_m3_q_kwamasmuggle","Large Kwama Egg","Egg","Used in the East Empire Company quest: Letter of the Law"
"ingred_6th_corprusmeat_01","Large Wrapped Corprusmeat","Meat",""
"T_IngFlor_Lavender_01","Lavender","Plant",""
"T_IngFlor_Lazarum_01","Lazarum Lazandrum","",""
"T_IngMine_OreLead_01","Lead Ore","Ore",""
"T_IngFood_FishLeaperTail_01","Leaper Tail","CreaturePart",""
"T_IngFood_Leek_01","Leek","Vegetable",""
"AB_IngCrea_LichDust","Lich Dust","Mineral",""
"T_IngCrea_LichDust_01","Lich Dust","Mineral",""
"T_IngFlor_LizardFootExtract_01","Lizardfoot Extract","",""
"AB_IngMine_Lodestone","Lodestone","Mineral",""
"T_IngMine_Lodestone_01","Lodestone","Mineral",""
"T_IngFood_BreadBretonLong_01","Longbread","Grain",""
"T_IngFood_BreadBretonLong_02","Longbread","Grain",""
"T_IngFood_BreadBretonLong_03","Longbread","Grain",""
"T_IngFood_FishLongfinFilet_01","Longfin Filet","Fish",""
"T_IngFood_LotteFruit_01","Lotte Fruit","Fruit",""
"T_IngFlor_LotusPoppyHead_01","Lotus Poppy Head","",""
"T_IngFlor_LoversRaflesiaPistil","Lovers Rafflesia Pistil","Plant",""
"ingred_russula_01","Luminous Russula","Mushroom","Found in the Bitter Coast region, also common in caves"
"T_IngMine_LunarCaustic_01","Lunar Caustic","Mineral",""
"T_IngCrea_MothWingMw_03","Lute Moth Wing","CreaturePart",""
"T_IngFood_Lyco_01","Lycoae","",""
"T_IngFlor_MaceFruit_01","Mace Fruit","Fruit",""
"T_IngMine_Malouchite_01","Malachite","Gem",""
"T_IngFlor_MandrakeRoot_01","Mandrake Root","Plant",""
"T_IngFood_Mango_01","Mango","Fruit",""
"TR_i3-280_ingred_cursed_diamond","Maniel's Diamond","Gem","Found in: Old Ebonheart, Guild of Mages: BasementUsed in the quest: Don't Touch My Gems!"
"T_IngFlor_MarasBeads_01","Mara's Beads","",""
"T_IngFood_MarmongPaste_01","Marmong Paste","",""
"TR_m3_TT_Dis_marshrootincense","Marsh Root Incense","Plant","Found in: Roa Dyr, Crossing of LampsUsed in the quest: A Stunning Proposition"
"T_IngFlor_MarshStalk_01","Marsh Stalk Cap","Mushroom,Plant",""
"ingred_marshmerrow_01","Marshmerrow","Vegetable","Found growing near water, most common in the Azura's Coast region"
"ingred_guar_hide_marsus","Marsus' Guar Hide","CreaturePart,Hide","Stolen from Marsus Tullius, a trader in the Grazelands. Recover them in the Marsus Tullius' Missing Hides quest."
"T_IngCrea_MeatHoney_01","Meat Honey","Meat,Sweet",""
"ingred_6th_corprusmeat_06","Medium Corprusmeat Hunk","Meat",""
"ingred_6th_corprusmeat_03","Medium Wrapped Corprusmeat","Meat",""
"T_IngMine_OreMercury_01","Mercury","Mineral",""
"TR_m2_meteor_i2-383-ind","Meteor Fragment","Mineral",""
"ingred_scrib_jelly_02","Meteor Slime","Mineral,Plant","Found on Charles the Plant, at Jobasha's Rare Books in Vivec."
"T_IngMine_Agate_03","Midnight Agate","Gem",""
"T_IngFlor_Milkthistle_01","Milk Thistle Flower","Plant",""
"T_IngFlor_Mindcap_01","Mindcap","Mushroom",""
"T_IngCrea_Minotaurhorn_01","Minotaur Horn","CreaturePart",""
"T_IngFlor_Mistletoe_01","Mistletoe Berries","Fruit,Plant",""
"T_IngFood_Mokre_01","Mokre","",""
"T_IngFood_EggMolecrab_01","Mole Crab Egg","Fish,Egg",""
"T_IngFlor_MonardaSeed_01","Monarda Seeds","Spice,Plant",""
"T_IngFlor_Monkshood_01","Monkshood","Plant",""
"T_IngFlor_MonkshoodRootPulp_01","Monkshood Root Pulp","Plant",""
"T_IngCrea_MoonMothWing_01","Moon Moth Wing","CreaturePart",""
"ingred_moon_sugar_01","Moon Sugar","Sweet","Found in smuggler caves. Most vendors will not deal with you if you are carrying this illegal narcotic substance."
"TR_m4_TJ_MoonshadowRose","Moonshadow Rose","Plant",""
"T_IngMine_MoonstoneDae_01","Moonstone","Gem",""
"T_IngMine_Moonstone_01","Moonstone","Gem",""
"T_IngFlor_Moosebite_01","Moosebite Polypore","Mushroom",""
"T_IngFlor_MorningGlory_01","Morning Glory Flower","Plant",""
"T_IngFlor_Motherwort_01","Motherwort","",""
"T_IngFlor_MountainDamask","Mountain Damask","",""
"ingred_muck_01","Muck","Plant","Found in Muckspunge plants which grow near water in many regions"
"ingred_bread_01_UNI3","Muffin","Sweet","Carried by Gakkenfeld, an Orc at the Gro-Bagrat Plantation in the Ascadian Isles region."
"T_IngCrea_Mummyheart_01","Mummy Heart","CreaturePart",""
"T_IngSpice_Muscat_01","Muscat","Fruit",""
"T_IngCrea_Muskratfur_01","Muskrat Fur","CreaturePart",""
"T_IngFlor_Mustard_01","Mustard Seeds","Spice,Plant",""
"T_IngFood_MeatMutton_01","Mutton","Meat",""
"T_IngFlor_Oleander_01","Nerium Rose Flower","Plant",""
"ingred_netch_leather_01","Netch Leather","CreaturePart,Leather","Found by killing Netch"
"T_IngCrea_Newtscales_01","Newt Scales","CreaturePart",""
"T_IngFlor_NgopRoot_01","Ngop Root","Plant",""
"T_IngSpice_Nigella_01","Nigella Seeds","Spice,Plant",""
"T_IngFlor_NightshadeDae_01","Nightshade","Plant",""
"T_IngFlor_Nightshade_01","Nightshade","Plant",""
"T_IngFlor_Nirnroot_01","Nirnroot","Plant",""
"TR_m1_Q_Ingred_NobleSedge","Noble Sedge Flowers Offering","Plant","Found on the corpse of Alvar Omothan in Rangirth Ancestral Tomb"
"TR_m1_Q_NobleSedge_Stationary","Noble Sedge Flowers Offering","Plant","The same offering after it has been placed on the ash-pit in Rangirth Ancestral Tomb"
"T_IngFlor_NoddingStreakwort","Nodding Streakwort","",""
"T_IngFood_NoodlesEsriWheat_01","Noodles","Grain",""
"T_IngFood_NoodlesYnesaiRice_01","Noodles","Grain",""
"AB_IngMine_Obsidian_01","Obsidian","Gem",""
"T_IngCrea_ButterflyWingCyr_03","Ocularis Butterfly Wing","CreaturePart",""
"T_IngSpice_OliveOil_01","Olive Oil","Fruit,Liquid",""
"T_IngFood_Olives_01","Olives","Fruit",""
"T_IngFood_Onion_01","Onion","Vegetable",""
"TR_m7_q_Ns_IC8_gem8","Onyx","Gem",""
"T_IngMine_Onyx_01","Onyx","Gem",""
"T_IngMine_OpalDae_01","Opal","Gem",""
"T_IngMine_Opal_01","Opal","Gem",""
"TR_m1_Ingred_Opal_i62","Opal Stone","Gem","Found in: Gah Sadrith, Tel Darys: TombCursed"
"T_IngFlor_LichenOrange_01","Orange Lichen","Fruit,Plant",""
"T_IngFlor_OrangeMoss_01","Orange Moss","Fruit,Plant",""
"TR_m7_Kalk_Orc_Flesh","Orc Flesh","Meat","Found in Narsis, Sewers: Grand Bazaar and Kalkusara"
"T_IngCrea_OrcBlood_01","Orc's Blood","CreaturePart",""
"T_IngFlor_Orcscrown","Orcscrown","",""
"T_IngMine_OreOrichalcum_02","Orichalc Grains","Ore",""
"T_IngMine_OreOrichalcum_01","Orichalcum Ore","Ore",""
"T_IngFood_EggOrnada_01","Ornada Egg","Egg",""
"T_IngFood_MeatOrnada_01","Ornada Meat","Meat",""
"T_IngCrea_OysterMeat_01","Oyster Meat","Meat,Fish",""
"T_IngCrea_OysterMeat_02","Oyster Meat","Meat,Fish",""
"T_IngFlor_PadomaicSage_01","Padomaic Sage Leaf","Plant",""
"T_IngFood_SilverPalmfruit_01","Palm Fruit","Fruit",""
"T_IngFood_PorridgePalm_01","Palm Porridge","Grain",""
"T_IngFood_MeatParastylus_01","Parastylus Meat","Meat",""
"T_IngCrea_ShellParastylus_01","Parastylus Shell Fragment","CreaturePart",""
"T_IngFood_PassionFruit_01","Passion Fruit","Fruit",""
"TR_m3_nelyn_cursed_pearl","Pearl","Gem",""
"T_IngMine_PearlDeTomb_01","Pearl","Gem",""
"ingred_Dae_cursed_pearl_01","Pearl","Gem","Found as offerings at Daedric shrines. See Cursed Items for more details."
"ingred_pearl_01","Pearl","Gem","Found in kollops on the sea floor. Also found in barrels in Dwemer ruins."
"T_IngCrea_Pearlessence_01","Pearlessence","",""
"T_IngFlor_Peony_01","Peony Seeds","Spice,Plant",""
"AB_IngMine_Peridot_01","Peridot","Gem",""
"T_IngMine_PeridotDae_01","Peridot","Gem",""
"T_IngMine_Peridot_01","Peridot","Gem",""
"T_IngFlor_PLotusLeaf_01","Perrif's Lotus Seeds","Spice,Plant",""
"T_IngFlor_Persarine_01","Persarine Blossom","Plant",""
"T_IngFood_FishPike_01","Pike Meat","Meat,Fish",""
"T_IngFood_FishPikeperch_01","Pikeperch Meat","Meat",""
"T_IngFlor_PilgrimGel_01","Pilgrim's Gel","Mineral",""
"T_IngFlor_PilgrimPetals_01","Pilgrim's Petals","Plant",""
"ingred_emerald_pinetear","Pinetear","","Family heirloom obtained during A Wife's Retribution."
"T_IngMine_PearlPinkDae_01","Pink Pearl","Gem",""
"T_IngMine_PearlPink_01","Pink Pearl","Gem",""
"T_IngFlor_Pitcher_01","Pitcher Sack","",""
"AB_IngFlor_Bloodgrass_02","Planeriven Bloodgrass","Plant",""
"AB_IngFlor_Harrada_02","Planeriven Harrada","",""
"T_IngMine_OrePlatinum_01","Platinum Ore","Ore",""
"T_IngFood_Plum_01","Plum","Fruit",""
"poison_goop00","Poison","CreaturePart","Very rare. Only a few are known to exist. Some in Palansour, and also in Mudan Grotto."
"T_IngFlor_PBloomBulb_01","Poison Bloom Bulb","CreaturePart,Plant",""
"TR_m3_OE_RatMeatPoison","Poisoned Rat Meat","Meat","Found in: Old Ebonheart, The Fetcher's PawnOld Ebonheart, Rifskald Whalebane's House"
"AB_IngFlor_Pomegranate01","Pomegranate","Fruit",""
"AB_IngFlor_Pomegranate02","Pomegranate","Fruit",""
"T_IngFood_Pomegranate_01","Pomegranate","Fruit",""
"T_IngFood_PoppadGourd_01","Poppad Gourd","Vegetable",""
"T_IngFood_MeatPork_01","Pork","Meat",""
"T_IngFlor_PorousExidia_01","Porous Exidia","Mushroom",""
"T_IngFood_Potato_01","Potato","Vegetable",""
"T_IngCrea_PrawnTail","Prawn Tail","Fish,CreaturePart",""
"T_IngSpice_Pricklespice_01","Pricklespice","",""
"T_IngFlor_PricklyPear_01","Prickly pear","Fruit",""
"T_IngFlor_Primrose_01","Primrose Leaves","Plant",""
"T_IngCrea_PrismaticDust_01","Prismatic Dust","Mineral",""
"T_IngFlor_PyrousUracia","Pyrous Uracia","",""
"T_IngMine_OreQuicksilver_01","Quicksilver Ore","Ore",""
"TR_i3-591_ingred_RaathimAsh","Raathim Gravedust","Mineral",""
"T_IngFood_MeatCliffracer_01","Racer Meat","Meat",""
"ingred_racer_plumes_01","Racer Plumes","CreaturePart,Feather","Found by killing Cliff Racers"
"T_IngFood_Radish_01","Radish","Vegetable",""
"T_IngMine_Agate_01","Rainbow Agate","Gem",""
"T_IngCrea_RakiTeeth_01","Raki Teeth","CreaturePart",""
"T_IngFlor_CFungus_01","Ramaria Formosa Paste","Mushroom",""
"ingred_rat_meat_01","Rat Meat","Meat","Found by killing Rats"
"T_IngMine_Arsenic_01","Raw Arsenic","Mineral",""
"TR_m3_q_A5_SmuggledEbony","Raw Ebony","Ore",""
"ingred_Dae_cursed_raw_ebony_01","Raw Ebony","Ore","Found as offerings at Daedric shrines. See Cursed Items for more details."
"ingred_raw_ebony_01","Raw Ebony","Ore","Found in Ebony Mines. Usually a crime to take it."
"ingred_raw_glass_tinos","Raw Glass","Ore","Found in Beshara, needed for The Angry Trader quest."
"ingred_raw_glass_01","Raw Glass","Ore","Found in Glass Mines. Usually a crime to take it."
"TR_m7_q_Ns_IC8_gem9","Raw Gold","Ore",""
"T_IngFlor_Indulcet_01","Raw Indulcet","",""
"T_IngCrea_FlyMusk_01","Raw Musk","Mineral",""
"TR_m1_q51_ingred_BOmusk_UNI","Raw Musk","Mineral","Found in: Nowhere"
"T_IngCrea_Silk_01","Raw Silk","CreaturePart",""
"ingred_raw_Stalhrim_01","Raw Stalhrim","Ore","Found in barrows. Ancient Stalhrim Pickaxe required."
"T_IngMine_OreTin_01","Raw Tin","Ore",""
"T_IngCrea_Wool_01","Raw Wool","CreaturePart",""
"T_IngMine_OreZinc_01","Raw Zinc","Ore",""
"T_IngMine_Realgar_01","Realgar","Mineral",""
"T_IngFlor_RedCoral_01","Red Coral","Gem",""
"AB_IngMine_RedDiamond","Red Diamond","Gem",""
"T_IngMine_DiamondRed_01","Red Diamond","Gem",""
"T_IngCrea_ButterflyWingCyr_01","Red Fan Butterfly Wing","CreaturePart",""
"T_IngFlor_FlaxFlower_02","Red Flax Flowers","Plant",""
"ingred_red_lichen_01","Red Lichen","Plant","Found growing on rocks, mostly in the Ashlands. Also for sale at vendors."
"T_IngFlor_Redpoppy_01","Red Poppy","",""
"T_IngCrea_RedSharkMeat_01","Red Shark Meat","Meat",""
"T_IngFlor_RedGreenPepper_01","Red-green Pepper","Spice",""
"T_IngFlor_DomicaRedwort_01","Redwort Flower","Plant",""
"ingred_resin_01","Resin","Plant","No reliable location. Occasionally for sale at vendors or found in random containers."
"T_IngFood_Rice_01","Rice","Grain",""
"T_IngFood_RiceCake_01","Rice Cake","Grain,Sweet",""
"T_IngSpice_Pepper_01","Rihad Pepper","Spice",""
"ingred_belladonna_01","Ripened Belladonna Berries","Fruit,Plant","Somewhat less common than the unripe variety, but still relatively widespread."
"T_IngCrea_RocEgg_01","Roc Egg","Egg",""
"T_IngCrea_RocFeather","Roc Feather","CreaturePart,Feather",""
"T_IngMine_RockCrystalDae_01","Rock Crystal","Gem",""
"T_IngMine_Rockcrystal_01","Rock Crystal","Gem",""
"T_IngFlor_RockburstClaw_01","Rockburst Claw","CreaturePart,Claw",""
"T_IngFlor_RockburstPod_01","Rockburst Pod","Plant",""
"ingred_gold_kanet_unique","Roland's Tear","Plant","This variation of Gold Kanet grows near Ald Sotha. Needed for the quest of the same name."
"ingred_roobrush_01","Roobrush","Plant","Found growing in hilly regions"
"T_IngFlor_Glowshroom","Roridomyces Phyllostachydis","",""
"T_IngFlor_RedrosePetalDae_01","Rose","Plant",""
"T_IngFlor_RedrosePetal_01","Rose","Plant",""
"T_IngMine_RoseQuartz_01","Rose Quartz","Gem,Plant",""
"T_IngCrea_MothWingCyr_06","Rosy Moth Wing","CreaturePart",""
"TR_m4_ing_rotten_guar_meat","Rotten Guar Meat","Meat",""
"T_IngFlor_RougeCamillea_01","Rouge Camillea","",""
"TR_m7_q_Ns_IC8_gem2","Ruby","Gem",""
"T_IngMine_RubyDeTomb_01","Ruby","Gem",""
"ingred_Dae_cursed_ruby_01","Ruby","Gem","Found as offerings at Daedric shrines. See Cursed Items for more details."
"ingred_ruby_01","Ruby","Gem","Often found in barrels in Dwemer ruins"
"TR_m1_ingred_ceph_shell_uni","Ruined Cephalopod Shell","CreaturePart","Found in: Nowhere"
"T_IngFlor_RustRussula_01","Rust Russula","Mushroom",""
"T_IngFlor_RustblossomSeed_01","Rustbloossom Seed","Spice,Plant",""
"T_IngCrea_SaberCatTooth_01","Saber Cat Tooth","CreaturePart",""
"T_IngFlor_LotusSeed_01","Sacred Lotus Seeds","Spice,Plant",""
"T_IngSpice_Saffron_01","Saffron Powder","Spice,Mineral",""
"AB_IngCrea_SaintsHair","Saint's Hair","CreaturePart",""
"T_IngFood_FishSalmon_01","Salmon Meat","Meat,Fish",""
"T_IngMine_Salt_01","Salt","Spice",""
"T_IngFlor_SaltCrocusPetal_01","Salt Crocus Petal","Spice,Plant",""
"T_IngFood_FishCodDried_01","Salted Cod","Fish",""
"ingred_saltrice_01","Saltrice","Grain","Found growing near sea water, most common in the Azura's Coast region. Also a common food item in houses."
"AB_IngFood_SaltriceBread","Saltrice Bread","Grain",""
"AB_IngFood_SaltricePorridge","Saltrice Porridge","Grain",""
"T_IngFlor_SaltstrapLeaf_01","Saltstrap Leaf","Plant",""
"T_IngFlor_SaltstrapPollen_01","Saltstrap Pollen","Plant",""
"AB_IngMine_Sapphire_01","Sapphire","Gem",""
"TR_m7_q_Ns_IC8_gem4","Sapphire","Gem",""
"T_IngMine_SapphireDae_01","Sapphire","Gem",""
"T_IngMine_Sapphire_01","Sapphire","Gem",""
"ingred_scales_01","Scales","CreaturePart","Found by killing Slaughterfish"
"ingred_scamp_skin_01","Scamp Skin","CreaturePart","Found by killing Scamps"
"ingred_scathecraw_01","Scathecraw","Plant","Grows in dry, hilly regions"
"T_IngFood_Scone_01","Scone","Grain",""
"ingred_scrap_metal_01","Scrap Metal","Ore","Found by killing Dwemer constructs. Also common in barrels and on shelves in Dwemer ruins."
"T_IngCrea_ButterflyWingSky_02","Scrapling Butterfly Wing","CreaturePart",""
"ingred_scrib_jelly_01","Scrib Jelly","Sweet","Found by killing Scribs"
"ingred_scrib_jerky_01","Scrib Jerky","Meat","Found as a food item in houses."
"T_IngFood_ScribPie_01","Scrib Pie","Grain",""
"AB_IngCrea_ScribShell_01","Scrib Shell","CreaturePart",""
"ingred_scuttle_01","Scuttle","","Found as a food item in houses."
"AB_IngFood_ScuttlePie","Scuttle Pie","Grain",""
"AB_IngFlor_Scypha","Scypha Mycena Caps","Mushroom",""
"T_IngCrea_SeaUrchinMeat_01","Sea Urchin Meat","Meat",""
"T_IngFood_EggSeagull_01","Seagull Egg","Egg",""
"T_IngFood_Sfiha_01","Sfiha","Grain",""
"T_IngFood_Sfiha_02","Sfiha","Grain",""
"T_IngFlor_Shadowfly_01","Shadowfly Blossom","Plant",""
"T_IngFlor_Shadowfly_02","Shadowfly Stalks","Plant",""
"ingred_shalk_resin_01","Shalk Resin","Plant","Found by killing Shalks"
"T_IngCrea_HopperMeat","Sharai Hopper Meat","Meat",""
"T_IngFlor_SheggoShelf_01","Sheggo's Shelf","",""
"T_IngFlor_ShutagJelly_01","Shutag Jelly","Sweet",""
"AB_IngCrea_Silkgut","Silkgut","",""
"T_IngMine_OreSilver_01","Silver Ore","Ore",""
"T_IngCrea_SilverSpadeMeat_01","Silver Spade Meat","Meat,Ore",""
"T_IngFlor_Siyat_01","Siyat Leaf","Fish,Plant",""
"T_IngCrea_SkyrendQStinger_01","Skyrender Queen Stinger","CreaturePart",""
"T_IngCrea_SkyrendSlumgum_01","Skyrender Slumgum","",""
"T_IngCrea_SkyrenderVenom_01","Skyrender Venom","CreaturePart",""
"T_Glb_UNI_Skyrim_Ice_01","Skyrim Ice","",""
"AB_IngCrea_SfMeat_01","Slaughterfish Meat","Meat,Fish",""
"ingred_sload_soap_01","Sload Soap","","Rare. Mostly found for sale at vendors or in random containers."
"ingred_6th_corprusmeat_07","Small Corprusmeat Hunk","Meat",""
"food_kwama_egg_01","Small Kwama Egg","Egg","Found in Egg Mines. Also common food item in houses."
"T_IngCrea_ShellMolecrab_02","Small Mole Crab Shell","Fish,CreaturePart",""
"ingred_6th_corprusmeat_02","Small Wrapped Corprusmeat","Meat",""
"T_IngFlor_SmearSpores_01","Smear Spores","",""
"T_IngMine_SmokyQuartz_01","Smoky Quartz","Gem",""
"TR_m7_NVA8_snowbear_pelt","Snow Bear Pelt","CreaturePart,Pelt",""
"ingred_snowbear_pelt_unique","Snow Bear Pelt","CreaturePart,Pelt","Found by killing Snow Bears"
"T_IngFood_Snowberry_01","Snow Berries","Fruit,Plant",""
"T_IngFlor_SnowBlossom_01","Snow Blossom","Plant",""
"ingred_snowwolf_pelt_unique","Snow Wolf Pelt","CreaturePart,Pelt","Found by killing Snow Wolves"
"T_IngCrea _SnowraySting_01","Snowray Sting","",""
"T_IngCrea_SnowraySting_01","Snowray Sting","",""
"T_IngFlor_SocrataNectar_01","Socatra Nectar","Plant",""
"T_IngFlor_SomberWidow_01","Somber Widow Blossom","Plant",""
"T_IngFlor_SomnaliusFrond_01","Somnalius Frond","Plant",""
"T_IngFood_FishSpr_01","Spearmouth","Fish",""
"T_IngMine_Spellstone_01","Spellstone","",""
"T_IngFlor_Spiddal_01","Spiddal","",""
"T_IngCrea_SpiderSilk_01","Spider Silk","CreaturePart",""
"AB_IngCrea_SpiderVenom","Spider Venom","CreaturePart",""
"AB_IngCrea_SpiderMilk","Spider's Milk","Dairy",""
"T_IngCrea_Spikeworm_01","Spikeworm Carapace","CreaturePart",""
"T_IngMine_SpinelDae_01","Spinel","Gem",""
"T_IngMine_Spinel_01","Spinel","Gem",""
"AB_IngFood_KwamaEggSpoilLarge","Spoiled Kwama Egg","Egg",""
"AB_IngFood_KwamaEggSpoilSmall","Spoiled Kwama Egg","Egg",""
"T_IngFlor_SpongeLotusSeed_01","Sponge Lotus Seed","Spice,Plant",""
"ingred_bc_spore_pod","Spore Pod","Plant","Found on Slough Ferns growing in the Bitter Coast region"
"T_IngFlor_SeaCup_01","Spotted Gillsieve","Fish",""
"AB_IngCrea_SprigganEar","Spriggan's Ear","CreaturePart",""
"T_IngFood_MeatSqrl_01","Squirrel Meat","Meat",""
"T_IngFlor_StJahnsWort_01","St. Jahn's Wort Flowers","Plant",""
"AB_IngMine_Diopside_01","Star Diopside","Gem",""
"TR_m2_q_9_Eyestar_uni","Star's Eye","CreaturePart",""
"T_IngCrea_Starfish_01","Starfish Leg","Fish",""
"T_IngCrea_Starfish_02","Starfish Leg","Fish",""
"T_IngCrea_Starfish_03","Starfish Leg","Fish",""
"T_IngFlor_Steelblue_01","Steel Blue Entoloma Cap","Mushroom",""
"T_IngFlor_Stinkhorn_01","Stinkhorn Cap","Mushroom",""
"ingred_stoneflower_petals_01","Stoneflower Petals","Plant","These flowers are common in the West Gash and Ascadian Isles regions."
"T_IngFood_Strawberry_01","Strawberry","Fruit",""
"T_IngCrea _StridentBirdEgg_01","Strident Runner Egg","Egg",""
"T_IngCrea_StridentBirdEgg_01","Strident Runner Egg","Egg",""
"T_IngCrea _StridentBirdFeath_01","Strident Runner Feathers","CreaturePart,Feather",""
"T_IngCrea_StridentBirdFeath_01","Strident Runner Feathers","CreaturePart,Feather",""
"T_IngFood_FishStrid_01","Stridfish","Fish",""
"AB_IngCrea_SturgeonMeat01","Sturgeon Meat","Meat,Fish",""
"AB_IngCrea_SturgeonMeat02","Sturgeon Meat","Meat,Fish",""
"AB_IngCrea_SturgeonMeat03","Sturgeon Meat","Meat,Fish",""
"T_IngCrea_SturgeonMeat_01","Sturgeon Meat","Meat,Fish",""
"AB_IngCrea_SturgeonRoe","Sturgeon Roe","Fish",""
"T_IngCrea_SturgeonRoe_01","Sturgeon Roe","Fish",""
"T_IngFlor_SucculentPulp_01","Succulent Pulp","Plant",""
"AB_IngMine_Sulphur","Sulphur","Mineral",""
"T_IngMine_OreSulfur_01","Sulphur","Mineral",""
"T_IngFlor_SummerBolete_01","Summer Bolete Cap","Mushroom",""
"TR_m3_TT_JalorPowder","Suspicious Powder","Mineral",""
"TR_m3_TT_JalorPowder02","Suspicious Powder","Mineral",""
"T_IngFlor_SwmpChal_01","Swamp Chalice","",""
"T_IngFlor_SweetbreadPolypore_01","Sweetbread Polypore","Mushroom",""
"T_IngFlor_Sugarcane_01","Sweetgrass Stem","",""
"AB_IngFood_Sweetroll","Sweetroll","Grain,Sweet",""
"T_IngFood_Sweetroll_01","Sweetroll","Grain,Sweet",""
"T_IngCrea_ButterflyWingSky_01","Sweetroll Butterfly Wing","Grain,Sweet,CreaturePart",""
"T_IngFlor_Tacca_01","Tacca Seeds","Spice,Plant",""
"T_IngFlor_Tanna_01","Tanna","",""
"T_IngCrea_TanthaEgg_01","Tantha Egg","Egg",""
"T_IngFlor_Taragetis_01","Taragetis Blossom","Plant",""
"T_IngFood_TartRedguard_01","Tart","Grain",""
"T_IngFlor_TawnyFunnelCap_01","Tawny Funnel Cap","Mushroom",""
"T_IngMine_TektiteDae_01","Tektite","Gem",""
"T_IngMine_Tektite_01","Tektite","Gem",""
"AB_IngFlor_TelvanniResin","Telvanni Resin","Plant",""
"T_IngFlor_TemarinBugloss_01","Temarin Bugloss Flower","Plant",""
"T_IngFlor_TempleDome_01","Temple Dome","",""
"T_IngCrea_Termite_01","Termites","",""
"T_IngFlor_ThirrineLily_01","Thirrine Water Lily","Plant",""
"T_IngFlor_ThorntailBerry_01","Thorntail Berry","Fruit,Plant",""
"T_IngFlor_ThorntailFlower_01","Thorntail Flower","Plant",""
"T_IngCrea_ThresherClaw_01","Thresher Claw","CreaturePart,Claw",""
"T_IngFlor_Thungleweed_01","Thungleweed Flower","Plant",""
"T_IngFlor_TigaraFruit_01","Tigara Fruit","Fruit",""
