id,name,tags,mod
TR_m7_Narsis_KeyDappledDreugh,Dappled Dreugh Hold Key,key,TR_Mainland
TR_m3_AT_Key_Navur,Darane Navur's Key,key,TR_Mainland
TR_m7_Narsis_KeyDarane,Darane Sadralo's Key,key,TR_Mainland
TR_m7_Ns_StageFright_DaraSkull,Darathes Soril's Remains,,TR_Mainland
key_standard_01_darvam hlaren,Darvam Hlaren's Key,key,Morrowind
TR_m3_AT_Key_Darvu,Darvu Apartment Key,key,TR_Mainland
TR_m4-435_key,Dassur-Kur Lookout Key,key,TR_Mainland
TR_m7_KeyDaviliaSlaves,Davilia Tareni's Slave Key,key,TR_Mainland
T_Com_SandDollarDead,Dead Sea Biscuit,,Tamriel_Data
AB_Misc_ComCardDeck01,Deck of Cards,,OAAB_Data
AB_Misc_ComCardDeck02,Deck of Cards,,OAAB_Data
T_Imp_Card_Deck_01,Deck of Cards,,Tamriel_Data
T_Imp_Card_Deck_02,Deck of Cards,,Tamriel_Data
AB_Misc_ComCardDeck04,Deck of Imperator Cards,,OAAB_Data
T_Imp_Card_Deck_04,Deck of Imperator Cards,,Tamriel_Data
AB_Misc_ComCardDeck03,Deck of Marked Cards,,OAAB_Data
T_Imp_Card_Deck_03,Deck of Marked Cards,,Tamriel_Data
misc_de_bowl_bugdesign_01,Decorative Bowl,bowl,Morrowind
T_Nor_DecorativeBowl_01,Decorative Bowl,bowl,Tamriel_Data
T_Nor_DecorativeBowl_02,Decorative Bowl,bowl,Tamriel_Data
T_Nor_DecorativeBowl_03,Decorative Bowl,bowl,Tamriel_Data
T_Rga_GlasswareBowl_01,Decorative Bowl,bowl,Tamriel_Data
T_Rga_GlasswareBowl_02,Decorative Bowl,bowl,Tamriel_Data
T_Rga_PillowDec_01,Decorative Pillow,,Tamriel_Data
T_Rga_PillowDec_02,Decorative Pillow,,Tamriel_Data
T_Rga_PillowDec_03,Decorative Pillow,,Tamriel_Data
T_Rga_GlasswarePlate_01,Decorative Plate,plate,Tamriel_Data
AB_Misc_DeBugTeapot,Decorative Teapot,teapot,OAAB_Data
T_We_Deerhide_01,Deer Hide,,Tamriel_Data
T_Nor_DeerskinDrum_01,Deerskin Drum,,Tamriel_Data
TR_m3_LlothinChestKey,Delasi Llothin's Key,key,TR_Mainland
TR_m2_Key_DelathTomb,Delath Tomb Key,key,TR_Mainland
TR_m7_AM_KeyLlethri,Delis Llethri's Key,key,TR_Mainland
TR_m7_HO_DrissaVendilKey,Delmus Dalis' Key,key,TR_Mainland
TR_m4_key_dels_storage,Dels Ravyn's Storage Key,key,TR_Mainland
TR_m3_Sa_KeyDelvas,Delvas Manor Key,key,TR_Mainland
TR_m7_KeyDermysBelothan,Dermys Belothan's Key,key,TR_Mainland
TR_m4_Ando_i4-87_ChKey,Dervara Dion's Chest Key,key,TR_Mainland
TR_m4_Ando_i4-87_DoorKey,Dervara Diron's Door Key,key,TR_Mainland
TR_m7_Narsis_KeyCourtesan,Desert Rose Bordello Key,key,TR_Mainland
TR_m1_ITO_FW_KeyJeweler,Destarmion's Key,key,TR_Mainland
TR_m7_HK_key_cutter,Diamond Dancer Key,key,TR_Mainland
TR_m1_q_DiamondSample,Diamond Sample,,TR_Mainland
TR_m2_q_32_DiamondSample,Diamond Sample,,TR_Mainland
AB_Misc_Dice,Dice,,OAAB_Data
T_Com_Dice_01,Dice,,Tamriel_Data
TR_m7_NVA6_Com_Dice_01,Dice,,TR_Mainland
AB_Misc_DiceSingle,Die,,OAAB_Data
T_Com_Die_01,Die,,Tamriel_Data
TR_m3_AT_key_Nelan,Dinara Nelan's House Key,key,TR_Mainland
TR_m3_RD_key_Diranya,Diranya's Key,key,TR_Mainland
T_He_DirenniBowl_01,Direnni Bowl,bowl,Tamriel_Data
T_He_DirenniCoin_01,Direnni Coin,,Tamriel_Data
T_He_DirenniCup_01,Direnni Cup,cup,Tamriel_Data
T_He_DirenniCup_02,Direnni Cup,cup,Tamriel_Data
T_He_DirenniFlask_01a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_02a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_03a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_04a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_05a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_06a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_07a,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_07b,Direnni Flask,bottle,Tamriel_Data
T_He_DirenniFlask_06f,Direnni Flask Stand,bottle,Tamriel_Data
T_He_DirenniFlask_07c,Direnni Flask Stand,bottle,Tamriel_Data
T_He_DirenniFork_01,Direnni Fork,fork,Tamriel_Data
T_He_DirenniGoblet_01,Direnni Goblet,cup,Tamriel_Data
T_He_DirenniKnife_01,Direnni Knife,knife,Tamriel_Data
T_He_DirenniPitcher_01,Direnni Pitcher,cup,Tamriel_Data
T_He_DirenniPlate_01,Direnni Plate,plate,Tamriel_Data
T_He_DirenniPot_01,Direnni Pot,pot,Tamriel_Data
T_He_DirenniPot_02,Direnni Pot,pot,Tamriel_Data
T_He_DirenniPot_03,Direnni Pot,pot,Tamriel_Data
T_He_DirenniPot_04,Direnni Pot,pot,Tamriel_Data
T_He_DirenniScales_01,Direnni Scales,,Tamriel_Data
T_He_DirenniShears_01,Direnni Shears,,Tamriel_Data
T_He_DirenniSpoon_01,Direnni Spoon,spoon,Tamriel_Data
T_He_DirenniVase_01,Direnni Vase,,Tamriel_Data
TR_m7_Yandaran_KeySaharkhan,Diruabanam's Key,key,TR_Mainland
TR_m2_ITO_HE_KeyZBC01,Disela's Key,key,TR_Mainland
key_divayth_fyr,Divayth Fyr's Key,key,Morrowind
key_divayth05,Divayth's 1008th Key,key,Morrowind
key_divayth06,Divayth's 1092nd Key,key,Morrowind
key_divayth07,Divayth's 1155th Key,key,Morrowind
TR_key_divayth01,Divayth's 567th Key,key,TR_Mainland
TR_key_divayth02,Divayth's 590th Key,key,TR_Mainland
TR_key_divayth03,Divayth's 601st Key,key,TR_Mainland
key_divayth00,Divayth's 637th Key,key,Morrowind
key_divayth01,Divayth's 678th Key,key,Morrowind
TR_key_divayth05,Divayth's 700th Key,key,TR_Mainland
key_divayth02,Divayth's 738th Key,key,Morrowind
key_divayth03,Divayth's 802nd Key,key,Morrowind
key_divayth04,Divayth's 897th Key,key,Morrowind
TR_key_divayth04,Divayth's 899th Key,key,TR_Mainland
TR_m7_HO_WarehouseKey,Docks Warehouse Key,key,TR_Mainland
TR_i2_445_SealingSkull,Dolesi Rothalor's Skull,,TR_Mainland
TR_m7_Narsis_KeyDolmyn,Dolmyn Sadri's Key,key,TR_Mainland
TR_m7_Sharai_KeyDolovas,Dolovas Residence Key,key,TR_Mainland
TR_m7_Narsis_KeyDomican,Domican Vitresius' Key,key,TR_Mainland
TR_m7_Dorlene_Key,Dorlene's Chest Key,key,TR_Mainland
TR_m7_Narsis_KeyDovis,Dovis Radreno's Key,key,TR_Mainland
TR_m1_ITO_FW_KeyDrakelightBeaco,Drakelight Beacon Key,key,TR_Mainland
TR_m7_Narsis_KeyDralas,Dralas Damori's Key,key,TR_Mainland
key_redoran_treasury,Dralor Treasury Key,key,Morrowind
TR_m7_KeyDralsFarm,Drals Farm Key,key,TR_Mainland
TR_m7_HO_DralsHlerKey,Drals Hler's Key,key,TR_Mainland
AB_Misc_CoinDram001,Dram,,OAAB_Data
AB_Misc_CoinDram010,Dram (10),,OAAB_Data
AB_Misc_CoinDram100,Dram (100),,OAAB_Data
AB_Misc_CoinDram025,Dram (25),,OAAB_Data
AB_Misc_CoinDram005,Dram (5),,OAAB_Data
TR_m7_HK_key_dramis,Dramis Vendal's Key,key,TR_Mainland
TR_m7_Narsis_KeyDravosVault,Dravos Turil's Vault Key,key,TR_Mainland
AB_Misc_WoodDrawKnife,Draw Knife,knife,OAAB_Data
TR_m7_Narsis_KeyDrawbridge,Drawbridge Key,key,TR_Mainland
TR_m7_HL_FG_Q5_SlaveKey,Dread Minotaur Slave Key,key,TR_Mainland
TR_m7_Narsis_KeyDrelis,Drelis Githrano's Key,key,TR_Mainland
key_drenplantationslaves_01,Dren Plantation Slave Key,key,Morrowind
key_dren_manor,Dren's Manor Key,key,Morrowind
key_dren_storage,Dren's Storage Sack Key,key,Morrowind
TR_m7_Narsis_KeyDrerith,Drerith Residence Key,key,TR_Mainland
T_De_CardHortDres_02,Dres Broker: Nomarch,,Tamriel_Data
T_De_CardMiscDres_02,Dres Broker: Nomarch,,Tamriel_Data
T_De_CardHortDres_05,Dres Craftsman: Conjurer,,Tamriel_Data
T_De_CardMiscDres_05,Dres Craftsman: Conjurer,,Tamriel_Data
T_De_CardHortDres_06,Dres Laborer: Handler,,Tamriel_Data
T_De_CardMiscDres_06,Dres Laborer: Handler,,Tamriel_Data
T_De_CardHortDres_01,Dres Noble: Suzerain,,Tamriel_Data
T_De_CardMiscDres_01,Dres Noble: Suzerain,,Tamriel_Data
T_De_CardHortDres_03,Dres Servant: Chap-thil,,Tamriel_Data
T_De_CardMiscDres_03,Dres Servant: Chap-thil,,Tamriel_Data
T_De_CardHortDres_04,Dres Warrior: Overseer,,Tamriel_Data
T_De_CardMiscDres_04,Dres Warrior: Overseer,,Tamriel_Data
AB_w_DreughArrow10x,Dreugh Arrow (10),,OAAB_Data
TR_m7_q_DanrilkDShell,Dreugh Carapace Fragment,,TR_Mainland
key_dreynos,Dreynos Elvul's Key,key,Morrowind
TR_m4_key_DreynosHelviHouse,Dreynos Helvi's Key,key,TR_Mainland
T_Com_Drill_01,Drill,,Tamriel_Data
misc_dwrv_artifact_ils,Drinar Varyon's Dwemer Tube,,Morrowind
key_chest_drinarvaryon_01,Drinar Varyon's Key,key,Morrowind
T_Nor_DrinkingHorn_01,Drinking Horn,,Tamriel_Data
T_Nor_DrinkingHorn_02,Drinking Horn,,Tamriel_Data
T_Nor_DrinkingHorn_03,Drinking Horn,,Tamriel_Data
TR_m7_MG_Teloseras_Ball,Dro'Jaaban's Crystal Ball,,TR_Mainland
TR_m2_DrolarManor_key,Drolar Manor Key,key,TR_Mainland
TR_m7_sad_key_droryn,Droryn Residence Key,key,TR_Mainland
TR_m3_Kha_SY_hand,Drothril Hand,,TR_Mainland
misc_de_drum_01,Drum,,Bloodmoon
misc_de_drum_01,Drum,,Morrowind
T_Imp_Drum_01,Drum,,Tamriel_Data
T_Imp_Drum_02,Drum,,Tamriel_Data
T_Imp_Drum_03,Drum,,Tamriel_Data
T_Imp_Drum_04,Drum,,Tamriel_Data
T_Rga_Drum_01,Drum,,Tamriel_Data
T_Imp_Painting_UNI_Vaynth,Duchess Bredami Vaynth,,Tamriel_Data
TR_m1_ITO_FW_KeyEmberKeep01,Duchess Jandacia's Key,key,TR_Mainland
T_Imp_Painting_UNI_Perulia,Duchess Perulia Jandacia,,Tamriel_Data
T_De_Painting_UNI_Dren,Duke Vedam Dren,,Tamriel_Data
key_dumbuk_strongbox,Dumbuk's Strongbox Key,key,Morrowind
TR_m2_q_A9_6_skull,Dunmer Skull,,TR_Mainland
key_Dura_gra-Bol,Dura gra-Bol's Key,key,Morrowind
TR_m3_Er_Balvel,Duram Balvel's Key,key,TR_Mainland
misc_dwarfbone_unique,Dwarven Bone,,Morrowind
"TR_m1_key_(33,21)DwemerKey",Dwarven key,key,TR_Mainland
misc_dwrv_artifact20,Dwemer Airship Plans,,Morrowind
TR_m2_kmlz_Chef_Key1,Dwemer Cell Door Key,key,TR_Mainland
T_Dwe_ExplodoEye_01,Dwemer Centurion Eye,,Tamriel_Data
T_Dwe_ExplodoBody_01,Dwemer Centurion Parts,,Tamriel_Data
T_Dwe_ExplodoFlaps_01,Dwemer Centurion Parts,,Tamriel_Data
T_Dwe_ExplodoRotors_01,Dwemer Centurion Parts,,Tamriel_Data
misc_dwrv_artifact80,Dwemer Centurion Plans,,Morrowind
AB_Misc_DwrvToolClamp,Dwemer Clamp Tool,,OAAB_Data
misc_dwrv_artifact50,Dwemer Coherer,,Morrowind
TR_m2_kmlz_ChefB_Coherer,Dwemer Coherer,,TR_Mainland
AB_Misc_DwrvCoil00,Dwemer Coil,,OAAB_Data
T_Dwe_Coil_01,Dwemer Coil,,Tamriel_Data
misc_dwrv_coin00,Dwemer Coin,,Morrowind
misc_dwrv_cursed_coin00,Dwemer Coin,,Morrowind
AB_Misc_DwrvToolCrank,Dwemer Crank Tool,,OAAB_Data
misc_dwrv_artifact00,Dwemer Cylinder,,Morrowind
AB_Misc_DwrvDisk00,Dwemer Disk,,OAAB_Data
T_Dwe_Disk_01,Dwemer Disk,,Tamriel_Data
TR_m4-471_key_door,Dwemer door key,key,TR_Mainland
AB_Misc_DwrvToolFork,Dwemer Fork Tool,fork,OAAB_Data
AB_Misc_DwrvToolCutGlobe,Dwemer Globe Tool,,OAAB_Data
key_Mudan_Dragon,Dwemer Guardian Key,key,Morrowind
AB_Misc_DwGyro00,Dwemer Gyro,,OAAB_Data
key_table_Mudan00,Dwemer key to table in Mudan,key,Morrowind
misc_dwrv_mug00,Dwemer Mug,,Morrowind
TR_m4_AndothDweRuinMug01,Dwemer Mug,,TR_Mainland
TR_m3_dwemeroreprobe,Dwemer Ore Probe,,TR_Mainland
AB_Misc_DwrvParchmentBlank01,Dwemer Parchment,,OAAB_Data
AB_Misc_DwrvParchmentBlank02,Dwemer Parchment,,OAAB_Data
AB_Misc_DwrvParchmentBlankRoll,Dwemer Parchment,,OAAB_Data
T_Dwe_ParchmentRoll_Blnk01,Dwemer Parchment,,Tamriel_Data
T_Dwe_Parchment_Blnk01,Dwemer Parchment,,Tamriel_Data
T_Dwe_Parchment_Blnk02,Dwemer Parchment,,Tamriel_Data
misc_dwrv_ark_cube00,Dwemer puzzle box,,Morrowind
AB_Misc_DwrvRubber,Dwemer Rubber,,OAAB_Data
T_Dwe_Rubber_01,Dwemer Rubber,,Tamriel_Data
misc_dwrv_artifact10,Dwemer Scarab Plans,,Morrowind
misc_dwrv_artifact40,Dwemer Scarab Schematics,,Morrowind
misc_dwrv_artifact70,Dwemer Schematic,,Morrowind
TR_i2_445_schematic,Dwemer Schematic,,TR_Mainland
TR_m2_dwrv_artifact70_01,Dwemer Schematic,,TR_Mainland
misc_dwrv_artifact60,Dwemer Tube,,Morrowind
TR_m1_q_AttackPiece4,Dwemer Tube,,TR_Mainland
AB_Misc_DwWire,Dwemer Wire,,OAAB_Data
T_Dwe_Wire_01,Dwemer Wire,,Tamriel_Data
T_Com_Paper_Blue_01,Dyed Paper,,Tamriel_Data
T_Com_Paper_Green_01,Dyed Paper,,Tamriel_Data
T_Com_Paper_Purple_01,Dyed Paper,,Tamriel_Data
T_Com_Paper_Red_01,Dyed Paper,,Tamriel_Data
TR_m3_EbonTower1PrisonKey,Ebon Tower Prison Level 1 Key,key,TR_Mainland
TR_m3_EbonTower2PrisonKey,Ebon Tower Prison Level 2 Key,key,TR_Mainland
TR_m3_EbonTower3PrisonKey,Ebon Tower Prison Level 3 Key,key,TR_Mainland
TR_m3_q_IL_sewer_key,Ebon Tower Sewers Key,key,TR_Mainland
T_Imp_EbonBowl_01,Ebonware Bowl,bowl,Tamriel_Data
T_Imp_EbonBowl_02,Ebonware Bowl,bowl,Tamriel_Data
T_Imp_EbonCandlestick_01,Ebonware Candlestick,,Tamriel_Data
T_Imp_EbonCup01,Ebonware Cup,cup,Tamriel_Data
T_Imp_EbonCup02,Ebonware Cup,cup,Tamriel_Data
T_Imp_EbonFork01,Ebonware Fork,fork,Tamriel_Data
T_Imp_EbonKnife_01,Ebonware Knife,knife,Tamriel_Data
T_Imp_EbonPitcher_01,Ebonware Pitcher,cup,Tamriel_Data
T_Imp_EbonPlate_01,Ebonware Plate,plate,Tamriel_Data
T_Imp_EbonPlate_02,Ebonware Plate,plate,Tamriel_Data
T_Imp_EbonPlatter_01,Ebonware Platter,,Tamriel_Data
T_Imp_EbonSpoon_01,Ebonware Spoon,spoon,Tamriel_Data
T_Imp_EbonTray_01,Ebonware Tray,,Tamriel_Data
T_Imp_EbonVase_01,Ebonware Vase,,Tamriel_Data
AB_w_EbonyArrow10x,Ebony Arrow (10),,OAAB_Data
T_De_Ebony_Bowl_01,Ebony Bowl,bowl,Tamriel_Data
T_De_Ebony_Bowl_02,Ebony Bowl,bowl,Tamriel_Data
T_De_Ebony_Cup_01,Ebony Cup,cup,Tamriel_Data
T_De_Ebony_Flask_01,Ebony Flask,bottle,Tamriel_Data
T_De_Ebony_Fork_01,Ebony Fork,fork,Tamriel_Data
T_De_EbonyInkwell_01,Ebony Inkwell,,Tamriel_Data
T_De_Ebony_Knife_01,Ebony Knife,knife,Tamriel_Data
T_De_Ebony_Plate_01,Ebony Plate,plate,Tamriel_Data
T_De_Ebony_Platter_01,Ebony Platter,,Tamriel_Data
T_De_ScalesEbony_01,Ebony Scales,,Tamriel_Data
T_De_ScalesEbony_02,Ebony Scales,,Tamriel_Data
T_De_Ebony_Spoon_01,Ebony Spoon,spoon,Tamriel_Data
TR_m1_ITO_DU_KeyEbunammidan,Ebunammidan Key,key,TR_Mainland
TR_m7_key_EdalvelSlaveKey,Edalvel Plantation Slave Key,key,TR_Mainland
TR_m1_ITO_FW_KeyBookseller,Edheldur's Key,key,TR_Mainland
TR_m2_key_Edhryn,Edhryn Farothran's Key,key,TR_Mainland
TR_m3_q_6_key,Edryon's Room Key,key,TR_Mainland
TR_m7_Narsis_KeyEdrys,Edrys Nethalen's Key,key,TR_Mainland
TR_m7_Narsis_KeyEEC,EEC Warehouse Key,key,TR_Mainland
TR_m7_Narsis_keyBoneTemple,Eight-Bones Temple Key,key,TR_Mainland
TR_m3_AT_Key_Tilvani,Elanu Tilvani's House Key,key,TR_Mainland
TR_m4_key_Elar_Fandas,Elar Fandas' Key,key,TR_Mainland
TR_m1_ITO_AL_KeyElfmaid,Elfmaid Key,key,TR_Mainland
TR_m3_ET10_ElsEmbassyKey,Elsweyr Embassy Key,key,TR_Mainland
TR_m7_AM_KeyTradehouse,Elval Tradehouse Key,key,TR_Mainland
TR_m7_AM_KeyTradehouse_Slave,Elval Tradehouse Slave Key,key,TR_Mainland
TR_m7_KeyElvulFarm,Elvul Farm Key,key,TR_Mainland
TR_m7_Narsis_KeyElyn,Elyn Farenim's Key,key,TR_Mainland
T_Com_EmbalmingScissor_01,Embalming Scissors,,Tamriel_Data
TR_m1_ITO_FW_KeyEmberKeep03,Ember Keep Staff Key,key,TR_Mainland
TR_m1_ITO_FW_KeyEmberKeep06,Ember Keep Treasure Chamber Key,key,TR_Mainland
TR_m4_emmurbalpitu_dawn_key,Emmurbalpitu Dawn Key,key,TR_Mainland
TR_m4_emmurbalpitu_dusk_key,Emmurbalpitu Dusk Key,key,TR_Mainland
AB_Misc_DrinkCyroBrandy,Empty Bottle,bottle,OAAB_Data
AB_Misc_DrinkFlin,Empty Bottle,bottle,OAAB_Data
TR_m2_q_9_FlinBottle,Empty Bottle of Flin,bottle,TR_Mainland
TR_m7_LA_FlinBottle,Empty Flin Bottle,bottle,TR_Mainland
TR_m4_SavrethiEmptyGreef,Empty Greef Bottle,bottle,TR_Mainland
AB_Misc_DrinkGreef,Empty Jug,cup,OAAB_Data
AB_Misc_DrinkMazte,Empty Jug,cup,OAAB_Data
AB_Misc_DrinkShein,Empty Jug,cup,OAAB_Data
AB_Misc_DrinkSillapi,Empty Jug,cup,OAAB_Data
AB_Misc_DrinkSujamma,Empty Jug,cup,OAAB_Data
T_Com_Paintpot_01,Empty Paint Pot,pot,Tamriel_Data
T_Nor_PotionBagEmptyPoor_01,Empty Potion Bag,,Tamriel_Data
T_Orc_UngorthBottle_01,Empty Ungorth Bottle,bottle,Tamriel_Data
misc_skooma_vial,Empty Vial,,Morrowind
T_De_Greydust_Vial,Empty Vial,,Tamriel_Data
TR_m3_essempty_i3-128-ind,Empty Vial,,TR_Mainland
TR_m3_OE_MG_EnchBroom,Enchanted Broom,,TR_Mainland
TR_m7_Ns_MG_PasswallGem,Enchanted Gem of Passwall,,TR_Mainland
TR_m7_Narsis_KeyEnedlion,Enedlion's Key,key,TR_Mainland
TR_m1_key_df,"Engraved Key ""D.F""",key,TR_Mainland
TR_m7_Narsis_KeyErene,Erene Reloro's Key,key,TR_Mainland
TR_m2_q_A8_5_slavekey,Erethan Plantation slave key,key,TR_Mainland
key_erich,Erich the Unworthy's Key,key,Bloodmoon
TR_m7_Narsis_KeyEris,Eris Baren's Key,key,TR_Mainland
tr_m4_477_key1,Eroded Key,key,TR_Mainland
TR_m7_Narsis_KeyErver,Erver Drinith's Key,key,TR_Mainland
TR_m1_ITO_FW_KeyWarehouse01,Ervilla Deschamp's Key,key,TR_Mainland
TR_m7_HO_EstorilKey,Estoril's Spare Key,key,TR_Mainland
TR_m2_q_22_ShipKey,Eternal Voyager Deck Key,key,TR_Mainland
TR_m3-271_key_basement,Eurilon's Key,key,TR_Mainland
tr_misc_exp_compass,Expensive Compass,,Tamriel_Data
T_Rga_CompassExp_01,Expensive Compass,,Tamriel_Data
AB_Misc_DePillowL_04,Expensive Pillow,,OAAB_Data
AB_Misc_DePillowS_04,Expensive Pillow,,OAAB_Data
AB_Misc_DePillowL_06,Exquisite Pillow,,OAAB_Data
AB_Misc_DePillowS_06,Exquisite Pillow,,OAAB_Data
misc_uni_pillow_unique,Extra-Comfy Pillow,,Morrowind
AB_Misc_DePillowL_05,Extravagant Pillow,,OAAB_Data
AB_Misc_DePillowS_05,Extravagant Pillow,,OAAB_Data
TR_m7_HO_FagusDorsoKey,Fagus Dorso's Key,key,TR_Mainland
TR_m3_q_fakedwemercoin,Fake Dwemer Coin,,TR_Mainland
TR_m7_Ns_RaranPaintingFake,Fake Painting,,TR_Mainland
Misc_fakesoulgem,Fake Soul Gem,,Morrowind
index_falas,Falasmaryon Propylon Index,,Morrowind
index_falen,Falensarano Propylon Index,,Morrowind
TR_m2_ITO_HE_KeyTG,Falkoth's Basement Key,key,TR_Mainland
TR_m3_AT_Key_Andavel,Falura Andavel's Apartment Key,key,TR_Mainland
TR_m7_FalvelHeleranKey,Falvel Heleran's Shack Key,key,TR_Mainland
TR_m7_Narsis_KeyFalys,Falys Othan's Key,key,TR_Mainland
TR_m2_q_A9_2_Key,Fareloth House Key,key,TR_Mainland
TR_m7_Narsis_KeyFarmersLaborers,Farmers and Laborers Hall Key,key,TR_Mainland
TR_SH06_Farm_Key,Farmhouse Key,key,TR_Mainland
TR_m1_faruna_roll_pin,Faruna's Rolling Pin,,TR_Mainland
TR_m7_Narsis_KeyFastorus,Fastorus Farmhouse Key,key,TR_Mainland
misc_de_lute_01_phat,Fat Lute,,Morrowind
TR_m1_q_57_FeatherSpear,Feather Spear,,TR_Mainland
TR_m1_ITO_FW_KeyClothier01,Fedrin Adlan's Key,key,TR_Mainland
TR_m7_Narsis_KeyFeldryn,Feldryn Tero's Key,key,TR_Mainland
TR_m7_Narsis_KeyFeleryn,Feleryn Manor Key,key,TR_Mainland
TR_m2_ITO_HE_KeyFeliwa,Feliwa's Key,key,TR_Mainland
TR_m7_Narsis_KeyFelmena,Felmena Llendrano's Key,key,TR_Mainland
TR_m3_q_A3_Distance_Finder,Felms' Distance Finder,,TR_Mainland
TR_m7_FelthisArvelKey,Felthis Arvel's Shack Key,key,TR_Mainland
TR_m7_Narsis_KeyFervas,Fervas Dalobar's Key,key,TR_Mainland
T_De_Painting_UNI_Fethas,Fethas Hlaalu,,Tamriel_Data
TR_m7_FethisArvelKey,Fethis Arvel's Shack Key,key,TR_Mainland
TR_m1_ITO_FW_KeyFG,Fighters Guild Key (Firewatch),key,TR_Mainland
TR_m7_Narsis_KeyFightingChance1,Fighting Chance Room 1 Key,key,TR_Mainland
TR_m7_Narsis_KeyFightingChance2,Fighting Chance Room 2 Key,key,TR_Mainland
TR_m7_Narsis_KeyFightingChance3,Fighting Chance Room 3 Key,key,TR_Mainland
T_Com_PotionBottle_02,Fine Glass Bottle,bottle,Tamriel_Data
TR_m7_NVA4_Com_PotionBottle_02,Fine Glass Bottle,bottle,TR_Mainland
TR_m7_NVA6_Com_PotionBottle_02,Fine Glass Bottle,bottle,TR_Mainland
T_De_PurpleGlassBowl_01,Fine Glass Bowl,bowl,Tamriel_Data
T_De_PurpleGlassBowl_02,Fine Glass Bowl,bowl,Tamriel_Data
T_De_PurpleGlassBowl_03,Fine Glass Bowl,bowl,Tamriel_Data
T_De_PurpleGlassCup_01,Fine Glass Cup,cup,Tamriel_Data
T_De_PurpleGlassCup_02,Fine Glass Cup,cup,Tamriel_Data
T_De_PurpleGlassFlask_01,Fine Glass Flask,bottle,Tamriel_Data
T_De_PurpleGlassFlask_02,Fine Glass Flask,bottle,Tamriel_Data
T_De_PurpleGlassFork_01,Fine Glass Fork,fork,Tamriel_Data
T_De_PurpleGlassKnife_01,Fine Glass Knife,knife,Tamriel_Data
T_De_PurpleGlassPlate_01,Fine Glass Plate,plate,Tamriel_Data
T_De_PurpleGlassPlatter_01,Fine Glass Platter,,Tamriel_Data
T_De_PurpleGlassPot_01,Fine Glass Pot,pot,Tamriel_Data
T_De_PurpleGlassPot_02,Fine Glass Pot,pot,Tamriel_Data
T_De_PurpleGlassSpoon_01,Fine Glass Spoon,spoon,Tamriel_Data
T_Nor_FineWoodBowl_01,Fine Wood Bowl,bowl,Tamriel_Data
T_Nor_FineWoodCup_01,Fine Wood Cup,cup,Tamriel_Data
T_Nor_FineWoodDrinkingHorn_01,Fine Wood Drinking Horn,,Tamriel_Data
T_Nor_FineWoodPot_01,Fine Wood Pot,pot,Tamriel_Data
T_Nor_FineWoodPot_02,Fine Wood Pot,pot,Tamriel_Data
TR_m4_AA_SehutuScrapMetal,Finely Tuned Scrap Metal,,TR_Mainland
TR_m0_Firemoth_Commander,Firemoth Commander's Key,key,TR_Mainland
TR_m0_Firemoth_cell_key,Firemoth Prison Cell Key,key,TR_Mainland
TR_m1_ITO_FW_KeyCollege01,Firewatch College Library Key,key,TR_Mainland
TR_m1_ITO_FW_KeyCollege03,Firewatch College Museum Key,key,TR_Mainland
TR_m1_ITO_FW_KeyEEC02,Firewatch EEC Basement Key,key,TR_Mainland
TR_m1_ITO_FW_KeyEEC01,Firewatch EEC Office Key,key,TR_Mainland
TR_m1_key_FW_lighthouse,Firewatch Lighthouse Key,key,TR_Mainland
TR_m1_FW_prisonKey,Firewatch Prison Key,key,TR_Mainland
TR_m1_ITO_FW_KeyWatchtowers,Firewatch Towers Key,key,TR_Mainland
TR_m1_ITO_FW_KeyWarehouse03,Firewatch Warehouse Key,key,TR_Mainland
T_Imp_CoinAlessian_01,First Empire Coin,,Tamriel_Data
TR_m7_Narsis_KeyFirstFamily,First Family Manor Key,key,TR_Mainland
TR_m7_Narsis_KeyFirstFamilySlav,First Family Manor Slave Key,key,TR_Mainland
T_Com_FishFeed_01,Fish Feed,,Tamriel_Data
T_De_FishingNet_01,Fishing Net,,Tamriel_Data
misc_de_fishing_pole,Fishing Pole,,Morrowind
AB_Misc_ComCard05,Five of Irons,,OAAB_Data
T_Imp_Card_05,Five of Irons,,Tamriel_Data
misc_com_redware_flask,Flask,bottle,Bloodmoon
misc_flask_01,Flask,bottle,Bloodmoon
misc_com_redware_flask,Flask,bottle,Morrowind
misc_flask_01,Flask,bottle,Morrowind
misc_flask_02,Flask,bottle,Morrowind
misc_flask_03,Flask,bottle,Morrowind
misc_flask_04,Flask,bottle,Morrowind
AB_Misc_DeBlueFlask_01,Flask,bottle,OAAB_Data
AB_Misc_DeBlueFlask_02,Flask,bottle,OAAB_Data
T_De_BluewareFlask01,Flask,bottle,Tamriel_Data
T_De_BluewareFlask02,Flask,bottle,Tamriel_Data
T_Nor_FlaskBlue_01,Flask,bottle,Tamriel_Data
